OrdenID,LineaID,ServicioID,Servicio,FamiliaServicio,Averia,HorasManoObra,PrecioHora,PiezasCoste
2000772,2,S003,Discos freno,Frenos,Frenos,1.34,52.25,131.59
2000773,1,S003,Discos freno,Frenos,Frenos,2.1,55.0,80.35
2000774,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.63,63.0,1.02
2000774,2,S007,Neumáticos,Ruedas,Ruedas,1.09,57.75,310.75
2000775,1,S002,Pastillas freno,Frenos,Frenos,1.16,47.5,78.41
2000776,1,S006,ITV precheck,Inspección,Inspección,0.73,47.25,18.4
2000777,1,S005,Aire acondicionado,Climatización,Climatización,1.93,60.0,226.07
2000778,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.63,47.25,39.62
2000779,1,S004,Batería,Electricidad,Electricidad,0.48,50.0,96.15
2000779,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.73,45.0,29.53
2000780,1,S005,Aire acondicionado,Climatización,Climatización,2.06,63.0,119.53
2000780,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.49,44.89,26.71
2000781,1,S006,ITV precheck,Inspección,Inspección,1.02,45.0,12.14
2000781,2,S003,Discos freno,Frenos,Frenos,2.04,55.0,143.54
2000782,1,S002,Pastillas freno,Frenos,Frenos,1.32,52.5,70.13
2000783,1,S002,Pastillas freno,Frenos,Frenos,1.09,55.12,74.83
2000783,2,S003,Discos freno,Frenos,Frenos,2.02,60.64,100.37
2000784,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,45.0,38.13
2000784,2,S005,Aire acondicionado,Climatización,Climatización,2.09,60.0,229.66
2000785,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.45,47.25,17.11
2000786,1,S003,Discos freno,Frenos,Frenos,1.35,55.0,132.92
2000787,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.73,49.61,19.43
2000787,2,S006,ITV precheck,Inspección,Inspección,1.38,47.25,0.3
2000788,1,S004,Batería,Electricidad,Electricidad,0.3,52.5,151.54
2000789,1,S003,Discos freno,Frenos,Frenos,2.3,60.64,103.26
2000790,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.75,47.25,37.1
2000791,1,S004,Batería,Electricidad,Electricidad,0.53,50.0,149.97
2000792,1,S005,Aire acondicionado,Climatización,Climatización,2.16,57.0,187.32
2000793,1,S004,Batería,Electricidad,Electricidad,1.17,52.5,99.53
2000793,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.15,47.25,30.27
2000794,1,S002,Pastillas freno,Frenos,Frenos,1.65,50.0,52.92
2000794,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.09,60.0,40.13
2000795,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.83,42.75,34.13
2000795,2,S002,Pastillas freno,Frenos,Frenos,1.27,47.5,79.26
2000796,1,S006,ITV precheck,Inspección,Inspección,0.71,47.25,13.26
2000797,1,S003,Discos freno,Frenos,Frenos,1.52,52.25,115.59
2000798,1,S005,Aire acondicionado,Climatización,Climatización,2.07,60.0,232.05
2000799,1,S004,Batería,Electricidad,Electricidad,1.03,52.5,173.18
2000799,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.61,63.0,7.72
2000800,1,S007,Neumáticos,Ruedas,Ruedas,1.23,55.0,258.77
2000801,1,S006,ITV precheck,Inspección,Inspección,0.85,44.89,14.67
2000802,1,S005,Aire acondicionado,Climatización,Climatización,2.06,66.15,218.44
2000803,1,S005,Aire acondicionado,Climatización,Climatización,1.95,63.0,214.2
2000804,1,S003,Discos freno,Frenos,Frenos,1.63,54.86,124.61
2000805,1,S004,Batería,Electricidad,Electricidad,0.62,50.0,144.99
2000806,1,S005,Aire acondicionado,Climatización,Climatización,1.9,60.0,96.46
2000806,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.79,63.0,38.04
2000807,1,S004,Batería,Electricidad,Electricidad,0.61,52.5,152.92
2000808,1,S003,Discos freno,Frenos,Frenos,1.94,52.25,70.64
2000809,1,S006,ITV precheck,Inspección,Inspección,0.91,47.25,14.23
2000810,1,S004,Batería,Electricidad,Electricidad,0.3,50.0,159.89
2000811,1,S002,Pastillas freno,Frenos,Frenos,1.24,55.12,71.35
2000812,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.71,59.85,7.02
2000813,1,S002,Pastillas freno,Frenos,Frenos,1.48,52.5,89.94
2000814,1,S003,Discos freno,Frenos,Frenos,1.86,57.75,110.57
2000814,2,S002,Pastillas freno,Frenos,Frenos,1.43,55.12,46.72
2000815,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.41,47.25,30.58
2000816,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.31,63.0,8.3
2000816,2,S003,Discos freno,Frenos,Frenos,1.68,54.86,76.27
2000817,1,S006,ITV precheck,Inspección,Inspección,1.38,47.25,18.49
2000818,1,S003,Discos freno,Frenos,Frenos,1.95,57.75,83.17
2000819,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.05,57.0,35.99
2000819,2,S005,Aire acondicionado,Climatización,Climatización,2.22,60.0,89.66
2000820,1,S002,Pastillas freno,Frenos,Frenos,1.16,52.5,67.94
2000821,1,S003,Discos freno,Frenos,Frenos,2.0,55.0,118.44
2000821,2,S004,Batería,Electricidad,Electricidad,0.3,52.5,139.63
2000821,3,S007,Neumáticos,Ruedas,Ruedas,1.48,55.0,162.86
2000822,1,S005,Aire acondicionado,Climatización,Climatización,1.92,63.0,108.99
2000823,1,S003,Discos freno,Frenos,Frenos,1.95,55.0,102.36
2000824,1,S006,ITV precheck,Inspección,Inspección,0.91,45.0,7.64
2000825,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.65,47.25,30.35
2000826,1,S004,Batería,Electricidad,Electricidad,0.56,47.5,107.57
2000826,2,S002,Pastillas freno,Frenos,Frenos,1.26,50.0,51.28
2000827,1,S006,ITV precheck,Inspección,Inspección,1.14,44.89,6.39
2000828,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.75,57.0,13.51
2000828,2,S005,Aire acondicionado,Climatización,Climatización,1.36,60.0,101.81
2000828,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.62,45.0,17.75
2000829,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.72,49.61,24.16
2000830,1,S005,Aire acondicionado,Climatización,Climatización,1.96,59.85,195.62
2000831,1,S002,Pastillas freno,Frenos,Frenos,1.4,50.0,65.78
2000832,1,S007,Neumáticos,Ruedas,Ruedas,1.43,55.0,161.32
2000832,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.89,60.0,22.85
2000833,1,S007,Neumáticos,Ruedas,Ruedas,1.85,54.86,124.15
2000834,1,S005,Aire acondicionado,Climatización,Climatización,1.79,63.0,187.95
2000835,1,S007,Neumáticos,Ruedas,Ruedas,1.32,57.75,254.79
2000835,2,S002,Pastillas freno,Frenos,Frenos,1.02,52.5,36.96
2000836,1,S006,ITV precheck,Inspección,Inspección,1.13,44.89,16.61
2000837,1,S006,ITV precheck,Inspección,Inspección,0.69,47.25,18.96
2000838,1,S005,Aire acondicionado,Climatización,Climatización,2.26,59.85,106.7
2000839,1,S002,Pastillas freno,Frenos,Frenos,0.93,52.5,80.84
2000840,1,S003,Discos freno,Frenos,Frenos,1.84,60.64,101.92
2000841,1,S002,Pastillas freno,Frenos,Frenos,1.15,50.0,39.12
2000842,1,S004,Batería,Electricidad,Electricidad,1.09,49.88,149.65
2000842,2,S002,Pastillas freno,Frenos,Frenos,1.23,52.5,79.6
2000843,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.03,66.15,51.84
2000844,1,S004,Batería,Electricidad,Electricidad,0.84,55.12,114.21
2000845,1,S004,Batería,Electricidad,Electricidad,1.15,50.0,158.24
2000846,1,S007,Neumáticos,Ruedas,Ruedas,1.45,55.0,325.82
2000846,2,S006,ITV precheck,Inspección,Inspección,0.81,42.75,17.76
2000846,3,S002,Pastillas freno,Frenos,Frenos,1.3,50.0,37.2
2000847,1,S005,Aire acondicionado,Climatización,Climatización,1.74,59.85,204.02
2000848,1,S005,Aire acondicionado,Climatización,Climatización,1.61,63.0,164.31
2000849,1,S004,Batería,Electricidad,Electricidad,0.3,47.5,98.19
2000849,2,S005,Aire acondicionado,Climatización,Climatización,1.73,60.0,181.75
2000850,1,S003,Discos freno,Frenos,Frenos,2.28,60.64,139.27
2000851,1,S003,Discos freno,Frenos,Frenos,1.88,60.64,108.49
2000852,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.99,47.25,29.03
2000853,1,S006,ITV precheck,Inspección,Inspección,0.48,47.25,9.58
2000854,1,S006,ITV precheck,Inspección,Inspección,1.02,49.61,13.05
2000855,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.78,45.0,26.04
2000856,1,S002,Pastillas freno,Frenos,Frenos,1.51,50.0,40.45
2000857,1,S005,Aire acondicionado,Climatización,Climatización,2.2,63.0,186.78
2000857,2,S006,ITV precheck,Inspección,Inspección,0.93,47.25,0.04
2000858,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.14,60.0,51.58
2000859,1,S007,Neumáticos,Ruedas,Ruedas,1.3,57.75,320.4
2000860,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.76,47.25,27.16
2000861,1,S005,Aire acondicionado,Climatización,Climatización,2.05,60.0,131.15
2000861,2,S003,Discos freno,Frenos,Frenos,2.14,57.75,105.58
2000862,1,S003,Discos freno,Frenos,Frenos,1.55,57.75,72.84
2000863,1,S002,Pastillas freno,Frenos,Frenos,1.58,50.0,67.24
2000864,1,S006,ITV precheck,Inspección,Inspección,1.32,44.89,11.21
2000864,2,S002,Pastillas freno,Frenos,Frenos,1.42,49.88,37.47
2000865,1,S005,Aire acondicionado,Climatización,Climatización,1.59,60.0,101.4
2000866,1,S004,Batería,Electricidad,Electricidad,0.47,55.12,166.14
2000867,1,S006,ITV precheck,Inspección,Inspección,1.29,45.0,19.31
2000868,1,S007,Neumáticos,Ruedas,Ruedas,1.29,54.86,139.53
2000869,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.12,47.25,19.5
2000870,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.78,45.0,39.96
2000870,2,S006,ITV precheck,Inspección,Inspección,1.04,45.0,0.07
2000871,1,S006,ITV precheck,Inspección,Inspección,0.92,49.61,2.51
2000872,1,S003,Discos freno,Frenos,Frenos,1.77,57.75,137.64
2000873,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.08,63.0,46.82
2000874,1,S005,Aire acondicionado,Climatización,Climatización,1.95,63.0,147.45
2000875,1,S003,Discos freno,Frenos,Frenos,1.55,57.75,71.32
2000875,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.52,47.25,26.71
2000875,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.95,63.0,22.36
2000876,1,S005,Aire acondicionado,Climatización,Climatización,2.1,60.0,221.76
2000877,1,S006,ITV precheck,Inspección,Inspección,1.02,44.89,10.68
2000877,2,S005,Aire acondicionado,Climatización,Climatización,1.46,66.15,133.88
2000878,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.91,57.0,7.45
2000879,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.3,45.0,22.03
2000879,2,S006,ITV precheck,Inspección,Inspección,1.0,45.0,4.32
2000880,1,S002,Pastillas freno,Frenos,Frenos,1.3,52.5,66.57
2000881,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.25,63.0,34.39
2000882,1,S003,Discos freno,Frenos,Frenos,2.1,55.0,83.47
2000882,2,S004,Batería,Electricidad,Electricidad,0.75,50.0,144.06
2000883,1,S003,Discos freno,Frenos,Frenos,1.64,54.86,138.61
2000883,2,S006,ITV precheck,Inspección,Inspección,0.87,49.61,18.75
2000884,1,S002,Pastillas freno,Frenos,Frenos,1.7,55.12,47.67
2000884,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.0,47.25,20.23
2000885,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.69,45.0,30.05
2000885,2,S004,Batería,Electricidad,Electricidad,0.8,47.5,94.23
2000886,1,S005,Aire acondicionado,Climatización,Climatización,1.59,57.0,160.56
2000887,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.52,42.75,34.4
2000888,1,S007,Neumáticos,Ruedas,Ruedas,1.58,57.75,132.47
2000888,2,S002,Pastillas freno,Frenos,Frenos,1.2,50.0,53.02
2000889,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.84,63.0,33.32
2000890,1,S002,Pastillas freno,Frenos,Frenos,0.88,52.5,52.5
2000890,2,S003,Discos freno,Frenos,Frenos,1.7,54.86,79.37
2000891,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.66,44.89,25.99
2000891,2,S003,Discos freno,Frenos,Frenos,1.51,60.64,84.12
2000892,1,S002,Pastillas freno,Frenos,Frenos,1.03,55.12,82.54
2000893,1,S004,Batería,Electricidad,Electricidad,0.33,52.5,162.35
2000894,1,S007,Neumáticos,Ruedas,Ruedas,1.16,55.0,179.98
2000895,1,S006,ITV precheck,Inspección,Inspección,1.23,44.89,3.73
2000896,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.92,47.25,22.73
2000897,1,S002,Pastillas freno,Frenos,Frenos,1.32,52.5,79.55
2000898,1,S005,Aire acondicionado,Climatización,Climatización,1.66,63.0,118.72
2000899,1,S003,Discos freno,Frenos,Frenos,1.57,52.25,111.81
2000900,1,S006,ITV precheck,Inspección,Inspección,0.89,47.25,10.31
2000901,1,S005,Aire acondicionado,Climatización,Climatización,1.84,63.0,219.44
2000902,1,S006,ITV precheck,Inspección,Inspección,0.58,45.0,18.92
2000903,1,S005,Aire acondicionado,Climatización,Climatización,2.16,60.0,226.66
2000904,1,S005,Aire acondicionado,Climatización,Climatización,2.0,63.0,156.4
2000905,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.26,60.0,49.25
2000905,2,S005,Aire acondicionado,Climatización,Climatización,1.73,57.0,108.51
2000905,3,S007,Neumáticos,Ruedas,Ruedas,1.59,57.75,202.13
2000906,1,S005,Aire acondicionado,Climatización,Climatización,2.34,60.0,148.6
2000907,1,S002,Pastillas freno,Frenos,Frenos,1.08,52.5,55.71
2000907,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.86,60.0,14.05
2000907,3,S005,Aire acondicionado,Climatización,Climatización,1.47,57.0,218.24
2000908,1,S007,Neumáticos,Ruedas,Ruedas,1.36,60.64,347.1
2000909,1,S006,ITV precheck,Inspección,Inspección,1.32,47.25,2.46
2000909,2,S007,Neumáticos,Ruedas,Ruedas,1.78,60.64,268.82
2000910,1,S005,Aire acondicionado,Climatización,Climatización,2.09,63.0,151.13
2000911,1,S007,Neumáticos,Ruedas,Ruedas,1.77,57.75,212.79
2000912,1,S004,Batería,Electricidad,Electricidad,0.3,50.0,115.04
2000913,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.94,66.15,16.15
2000914,1,S007,Neumáticos,Ruedas,Ruedas,2.01,55.0,134.17
2000915,1,S004,Batería,Electricidad,Electricidad,0.76,52.5,147.73
2000916,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.8,63.0,27.01
2000916,2,S003,Discos freno,Frenos,Frenos,1.76,60.64,129.94
2000917,1,S004,Batería,Electricidad,Electricidad,0.83,52.5,122.01
2000918,1,S005,Aire acondicionado,Climatización,Climatización,1.91,63.0,156.35
2000918,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.56,44.89,18.73
2000919,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.91,47.25,38.95
2000919,2,S004,Batería,Electricidad,Electricidad,0.75,49.88,103.45
2000920,1,S005,Aire acondicionado,Climatización,Climatización,1.18,63.0,183.15
2000920,2,S003,Discos freno,Frenos,Frenos,1.35,57.75,129.03
2000920,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.31,66.15,43.54
2000921,1,S006,ITV precheck,Inspección,Inspección,0.97,44.89,17.2
2000922,1,S005,Aire acondicionado,Climatización,Climatización,2.01,57.0,178.62
2000922,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.35,45.0,38.62
2000923,1,S003,Discos freno,Frenos,Frenos,2.07,55.0,68.17
2000924,1,S006,ITV precheck,Inspección,Inspección,0.98,49.61,16.28
2000925,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.1,47.25,22.82
2000926,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.4,49.61,24.39
2000927,1,S006,ITV precheck,Inspección,Inspección,1.08,47.25,1.31
2000928,1,S006,ITV precheck,Inspección,Inspección,1.43,47.25,12.64
2000929,1,S002,Pastillas freno,Frenos,Frenos,1.07,50.0,34.98
2000929,2,S003,Discos freno,Frenos,Frenos,1.65,52.25,70.57
2000930,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.25,63.0,6.89
2000930,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.81,47.25,22.39
2000930,3,S005,Aire acondicionado,Climatización,Climatización,1.46,59.85,184.18
2000931,1,S002,Pastillas freno,Frenos,Frenos,1.15,55.12,79.51
2000931,2,S005,Aire acondicionado,Climatización,Climatización,2.06,59.85,161.75
2000932,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.08,60.0,55.14
2000932,2,S006,ITV precheck,Inspección,Inspección,1.44,42.75,12.18
2000932,3,S005,Aire acondicionado,Climatización,Climatización,1.66,60.0,187.41
2000933,1,S003,Discos freno,Frenos,Frenos,1.74,52.25,154.19
2000933,2,S006,ITV precheck,Inspección,Inspección,1.39,47.25,3.45
2000934,1,S003,Discos freno,Frenos,Frenos,1.68,60.64,90.89
2000935,1,S004,Batería,Electricidad,Electricidad,0.53,52.5,125.21
2000935,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.7,63.0,4.7
2000935,3,S006,ITV precheck,Inspección,Inspección,0.89,45.0,1.76
2000936,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.65,63.0,53.34
2000937,1,S002,Pastillas freno,Frenos,Frenos,1.18,52.5,74.28
2000937,2,S004,Batería,Electricidad,Electricidad,0.3,49.88,151.51
2000938,1,S004,Batería,Electricidad,Electricidad,0.86,52.5,156.68
2000939,1,S002,Pastillas freno,Frenos,Frenos,1.55,47.5,53.56
2000940,1,S005,Aire acondicionado,Climatización,Climatización,2.12,59.85,147.24
2000940,2,S004,Batería,Electricidad,Electricidad,0.53,52.5,171.08
2000940,3,S007,Neumáticos,Ruedas,Ruedas,1.42,60.64,320.18
2000941,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.6,47.25,30.18
2000941,2,S003,Discos freno,Frenos,Frenos,1.8,57.75,99.13
2000941,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.74,66.15,10.0
2000942,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.95,63.0,43.63
2000943,1,S005,Aire acondicionado,Climatización,Climatización,2.28,60.0,184.04
2000944,1,S005,Aire acondicionado,Climatización,Climatización,1.94,66.15,203.85
2000944,2,S003,Discos freno,Frenos,Frenos,2.18,54.86,90.77
2000945,1,S002,Pastillas freno,Frenos,Frenos,0.82,49.88,72.35
2000946,1,S005,Aire acondicionado,Climatización,Climatización,2.01,60.0,170.45
2000947,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.31,63.0,57.32
2000948,1,S006,ITV precheck,Inspección,Inspección,1.27,42.75,18.33
2000948,2,S003,Discos freno,Frenos,Frenos,1.79,52.25,80.67
2000949,1,S003,Discos freno,Frenos,Frenos,1.76,57.75,70.75
2000949,2,S006,ITV precheck,Inspección,Inspección,1.52,44.89,17.53
2000950,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.45,42.75,37.69
2000951,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.72,66.15,57.5
2000952,1,S006,ITV precheck,Inspección,Inspección,1.25,47.25,19.22
2000953,1,S004,Batería,Electricidad,Electricidad,0.72,47.5,166.33
2000953,2,S003,Discos freno,Frenos,Frenos,1.62,52.25,68.77
2000954,1,S007,Neumáticos,Ruedas,Ruedas,1.51,52.25,212.83
2000954,2,S005,Aire acondicionado,Climatización,Climatización,1.68,63.0,146.33
2000955,1,S002,Pastillas freno,Frenos,Frenos,1.08,50.0,42.68
2000955,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.59,47.25,33.84
2000956,1,S005,Aire acondicionado,Climatización,Climatización,1.94,63.0,216.43
2000956,2,S003,Discos freno,Frenos,Frenos,1.46,60.64,142.98
2000956,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.09,59.85,51.0
2000957,1,S006,ITV precheck,Inspección,Inspección,1.03,47.25,19.75
2000958,1,S003,Discos freno,Frenos,Frenos,2.02,57.75,68.18
2000958,2,S005,Aire acondicionado,Climatización,Climatización,2.16,60.0,193.09
2000959,1,S007,Neumáticos,Ruedas,Ruedas,1.53,57.75,276.06
2000959,2,S004,Batería,Electricidad,Electricidad,0.84,55.12,148.99
2000960,1,S005,Aire acondicionado,Climatización,Climatización,1.74,66.15,85.63
2000961,1,S004,Batería,Electricidad,Electricidad,0.5,47.5,128.99
2000962,1,S002,Pastillas freno,Frenos,Frenos,1.18,52.5,80.66
2000963,1,S007,Neumáticos,Ruedas,Ruedas,1.23,55.0,344.03
2000964,1,S007,Neumáticos,Ruedas,Ruedas,1.25,55.0,187.9
2000964,2,S006,ITV precheck,Inspección,Inspección,1.45,45.0,1.29
2000965,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.12,59.85,40.42
2000965,2,S004,Batería,Electricidad,Electricidad,0.64,49.88,179.38
2000966,1,S007,Neumáticos,Ruedas,Ruedas,1.5,55.0,228.66
2000967,1,S006,ITV precheck,Inspección,Inspección,0.94,45.0,6.17
2000967,2,S002,Pastillas freno,Frenos,Frenos,1.13,47.5,41.33
2000968,1,S006,ITV precheck,Inspección,Inspección,0.58,47.25,13.88
2000968,2,S004,Batería,Electricidad,Electricidad,0.93,49.88,70.4
2000969,1,S007,Neumáticos,Ruedas,Ruedas,1.55,60.64,323.34
2000969,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,47.25,35.88
2000970,1,S006,ITV precheck,Inspección,Inspección,0.98,45.0,5.54
2000971,1,S005,Aire acondicionado,Climatización,Climatización,1.87,60.0,144.71
2000972,1,S003,Discos freno,Frenos,Frenos,1.52,52.25,115.41
2000973,1,S003,Discos freno,Frenos,Frenos,1.7,55.0,85.42
2000974,1,S004,Batería,Electricidad,Electricidad,0.99,52.5,70.11
2000974,2,S002,Pastillas freno,Frenos,Frenos,0.98,52.5,39.14
2000975,1,S002,Pastillas freno,Frenos,Frenos,1.34,55.12,63.51
2000976,1,S005,Aire acondicionado,Climatización,Climatización,2.28,63.0,150.93
2000977,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.42,42.75,30.97
2000977,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.79,60.0,5.19
2000978,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.66,63.0,15.29
2000978,2,S007,Neumáticos,Ruedas,Ruedas,1.77,60.64,169.44
2000979,1,S007,Neumáticos,Ruedas,Ruedas,1.57,55.0,209.07
2000980,1,S004,Batería,Electricidad,Electricidad,0.84,55.12,125.05
2000980,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.74,47.25,27.43
2000981,1,S006,ITV precheck,Inspección,Inspección,0.9,45.0,4.07
2000982,1,S002,Pastillas freno,Frenos,Frenos,1.45,55.12,76.81
2000982,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.87,63.0,8.0
2000983,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.05,63.0,34.8
2000984,1,S005,Aire acondicionado,Climatización,Climatización,1.55,63.0,140.38
2000985,1,S007,Neumáticos,Ruedas,Ruedas,1.51,57.75,281.47
2000986,1,S006,ITV precheck,Inspección,Inspección,1.2,47.25,3.41
2000987,1,S005,Aire acondicionado,Climatización,Climatización,1.59,57.0,133.86
2000988,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.21,63.0,45.12
2000988,2,S006,ITV precheck,Inspección,Inspección,0.77,44.89,2.79
2000989,1,S002,Pastillas freno,Frenos,Frenos,1.34,47.5,45.36
2000989,2,S007,Neumáticos,Ruedas,Ruedas,1.32,55.0,191.74
2000989,3,S004,Batería,Electricidad,Electricidad,0.95,50.0,73.33
2000990,1,S004,Batería,Electricidad,Electricidad,0.65,52.5,135.98
2000991,1,S002,Pastillas freno,Frenos,Frenos,1.4,52.5,61.43
2000992,1,S002,Pastillas freno,Frenos,Frenos,0.76,55.12,32.26
2000993,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.65,49.61,35.65
2000993,2,S004,Batería,Electricidad,Electricidad,0.99,55.12,83.02
2000994,1,S002,Pastillas freno,Frenos,Frenos,1.13,50.0,82.05
2000994,2,S003,Discos freno,Frenos,Frenos,1.44,57.75,110.65
2000995,1,S005,Aire acondicionado,Climatización,Climatización,1.86,57.0,144.19
2000996,1,S002,Pastillas freno,Frenos,Frenos,0.85,47.5,33.87
2000996,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.46,45.0,23.76
2000996,3,S004,Batería,Electricidad,Electricidad,0.94,47.5,175.94
2000997,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.03,63.0,57.46
2000998,1,S007,Neumáticos,Ruedas,Ruedas,1.11,54.86,166.59
2000998,2,S002,Pastillas freno,Frenos,Frenos,1.64,49.88,76.89
2000998,3,S003,Discos freno,Frenos,Frenos,1.55,54.86,87.84
2000999,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.91,60.0,30.44
2000999,2,S002,Pastillas freno,Frenos,Frenos,1.15,50.0,64.42
2001000,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.98,60.0,31.13
2001001,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.07,45.0,28.22
2001001,2,S007,Neumáticos,Ruedas,Ruedas,1.45,52.25,341.0
2001002,1,S002,Pastillas freno,Frenos,Frenos,0.81,52.5,69.28
2001003,1,S004,Batería,Electricidad,Electricidad,0.77,52.5,127.27
2001003,2,S002,Pastillas freno,Frenos,Frenos,1.07,50.0,55.41
2001004,1,S005,Aire acondicionado,Climatización,Climatización,2.23,60.0,181.06
2001004,2,S003,Discos freno,Frenos,Frenos,1.53,55.0,130.01
2001005,1,S002,Pastillas freno,Frenos,Frenos,1.35,55.12,37.91
2001005,2,S003,Discos freno,Frenos,Frenos,1.92,60.64,69.31
2001005,3,S005,Aire acondicionado,Climatización,Climatización,2.01,59.85,100.62
2001006,1,S007,Neumáticos,Ruedas,Ruedas,1.8,57.75,176.17
2001006,2,S003,Discos freno,Frenos,Frenos,1.83,54.86,91.4
2001007,1,S006,ITV precheck,Inspección,Inspección,0.89,47.25,17.16
2001008,1,S004,Batería,Electricidad,Electricidad,0.5,50.0,76.39
2001008,2,S005,Aire acondicionado,Climatización,Climatización,1.87,60.0,110.89
2001009,1,S003,Discos freno,Frenos,Frenos,1.82,52.25,149.48
2001010,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,49.61,17.07
2001010,2,S004,Batería,Electricidad,Electricidad,0.47,52.5,167.89
2001011,1,S005,Aire acondicionado,Climatización,Climatización,2.3,60.0,154.18
