ParteID,Fecha,PlantaID,TecnicoID,EquipoID,IncidenciaID,SeveridadID,AccionID,Horas,CosteHora,MaterialCoste,ParadaMin
20002348,2023-09-13,PL05,T005,E0107,I01,S3,A04,4.28,32,26.14,83
20002349,2023-09-13,PL01,T003,E0022,I03,S1,A06,1.56,45,2.05,0
20002350,2023-09-13,PL03,T005,E0060,I07,S3,A04,2.07,32,36.88,97
20002351,2023-09-13,PL03,T003,E0057,I01,S4,A01,2.68,45,107.87,0
20002352,2023-09-14,PL03,T006,E0063,I01,S1,A06,0.54,32,2.76,0
20002353,2023-09-14,PL04,T001,E0089,I07,S1,A01,0.64,60,144.0,0
20002354,2023-09-14,PL02,T001,E0039,I02,S2,A01,2.34,60,121.83,34
20002355,2023-09-14,PL01,T005,E0022,I07,S1,A03,1.59,32,18.67,0
20002356,2023-09-14,PL04,T004,E0079,I07,S3,A02,1.02,45,213.78,0
20002357,2023-09-14,PL03,T003,E0051,I05,S3,A04,1.53,45,155.01,0
20002358,2023-09-14,PL04,T002,E0077,I06,S3,A01,0.38,60,187.08,150
20002359,2023-09-14,PL03,T003,E0067,I05,S3,A01,0.62,45,91.19,0
20002360,2023-09-14,PL01,T005,E0020,I02,S2,A01,1.84,32,189.55,19
20002361,2023-09-14,PL01,T003,E0007,I08,S2,A05,1.5,45,4.02,0
20002362,2023-09-15,PL05,T004,E0101,I02,S4,A02,2.71,45,190.19,115
20002363,2023-09-15,PL05,T006,E0105,I02,S4,A01,3.56,32,237.91,183
20002364,2023-09-15,PL04,T005,E0085,I08,S1,A06,0.25,32,11.11,0
20002365,2023-09-15,PL02,T003,E0028,I02,S1,A02,1.05,45,128.78,0
20002366,2023-09-15,PL01,T006,E0003,I06,S1,A03,0.77,32,19.08,0
20002367,2023-09-15,PL02,T004,E0027,I02,S3,A06,2.35,45,15.91,0
20002368,2023-09-15,PL02,T002,E0029,I05,S1,A01,1.4,60,67.92,0
20002369,2023-09-16,PL03,T002,E0067,I08,S2,A02,2.66,60,71.99,0
20002370,2023-09-16,PL05,T002,E0098,I02,S2,A02,2.13,60,134.8,16
20002371,2023-09-16,PL02,T004,E0043,I07,S1,A03,0.99,45,8.24,0
20002372,2023-09-16,PL02,T001,E0032,I05,S2,A04,1.61,60,196.83,0
20002373,2023-09-16,PL03,T004,E0062,I04,S2,A03,1.44,45,12.55,0
20002374,2023-09-16,PL02,T001,E0047,I06,S3,A03,3.02,60,33.47,99
20002375,2023-09-16,PL01,T002,E0010,I08,S1,A05,0.59,60,13.73,0
20002376,2023-09-17,PL04,T004,E0083,I04,S3,A03,2.46,45,10.7,81
20002377,2023-09-17,PL03,T003,E0071,I05,S1,A05,1.55,45,14.72,0
20002378,2023-09-17,PL05,T001,E0096,I04,S1,A02,1.46,60,99.11,0
20002379,2023-09-17,PL04,T002,E0076,I01,S1,A02,0.99,60,74.98,0
20002380,2023-09-17,PL04,T001,E0077,I01,S1,A06,0.5,60,31.82,0
20002381,2023-09-17,PL02,T002,E0025,I06,S2,A01,2.02,60,139.58,21
20002382,2023-09-18,PL02,T003,E0033,I08,S3,A04,1.52,45,135.74,133
20002383,2023-09-18,PL01,T002,E0010,I01,S3,A05,1.47,60,9.96,110
20002384,2023-09-18,PL02,T003,E0048,I07,S2,A03,1.68,45,34.26,0
20002385,2023-09-18,PL01,T006,E0012,I02,S1,A02,1.84,32,166.56,0
20002386,2023-09-18,PL05,T002,E0096,I05,S1,A03,1.76,60,19.88,0
20002387,2023-09-18,PL04,T006,E0087,I01,S3,A05,0.34,32,5.77,0
20002388,2023-09-18,PL03,T002,E0061,I03,S1,A06,1.73,60,28.51,0
20002389,2023-09-18,PL02,T003,E0040,I02,S2,A01,0.62,45,118.42,14
20002390,2023-09-18,PL05,T005,E0106,I02,S1,A03,0.6,32,24.82,0
20002391,2023-09-18,PL05,T003,E0098,I03,S3,A03,1.91,45,36.64,136
20002392,2023-09-18,PL02,T004,E0039,I04,S1,A05,0.3,45,10.39,0
20002393,2023-09-18,PL04,T005,E0090,I01,S2,A05,0.61,32,12.75,0
20002394,2023-09-18,PL02,T001,E0030,I03,S2,A06,1.5,60,29.2,33
20002395,2023-09-18,PL05,T001,E0094,I03,S1,A04,1.36,60,20.45,0
20002396,2023-09-19,PL01,T004,E0013,I04,S3,A06,1.28,45,2.23,94
20002397,2023-09-19,PL05,T005,E0093,I07,S2,A03,0.29,32,17.04,13
20002398,2023-09-19,PL05,T006,E0091,I03,S1,A06,1.74,32,21.78,0
20002399,2023-09-19,PL03,T005,E0054,I05,S2,A02,1.91,32,92.96,0
20002400,2023-09-19,PL05,T001,E0093,I08,S1,A02,1.38,60,58.61,0
20002401,2023-09-19,PL01,T005,E0002,I06,S2,A05,2.16,32,2.7,0
20002402,2023-09-19,PL04,T002,E0076,I07,S1,A03,1.46,60,20.65,0
20002403,2023-09-19,PL05,T004,E0105,I08,S2,A03,1.79,45,23.21,43
20002404,2023-09-19,PL03,T006,E0056,I07,S1,A01,0.9,32,26.51,0
20002405,2023-09-19,PL05,T003,E0102,I07,S4,A04,2.03,45,216.94,107
20002406,2023-09-19,PL04,T004,E0081,I08,S1,A06,2.01,45,18.35,0
20002407,2023-09-19,PL02,T003,E0036,I06,S4,A02,3.95,45,153.42,120
20002408,2023-09-20,PL01,T001,E0015,I05,S1,A06,1.38,60,7.47,0
20002409,2023-09-20,PL01,T003,E0008,I01,S1,A02,0.36,45,117.04,0
20002410,2023-09-20,PL04,T003,E0090,I04,S3,A06,1.96,45,29.5,82
20002411,2023-09-20,PL03,T002,E0051,I07,S2,A01,0.95,60,79.56,0
20002412,2023-09-20,PL03,T002,E0072,I02,S1,A03,1.44,60,29.44,0
20002413,2023-09-21,PL04,T006,E0075,I07,S1,A01,1.75,32,24.74,0
20002414,2023-09-21,PL02,T005,E0031,I05,S1,A04,0.57,32,95.14,0
20002415,2023-09-21,PL05,T004,E0091,I05,S4,A06,0.92,45,34.31,0
20002416,2023-09-21,PL02,T001,E0031,I04,S3,A03,2.86,60,1.99,129
20002417,2023-09-21,PL04,T005,E0084,I02,S1,A02,0.31,32,134.57,0
20002418,2023-09-21,PL05,T002,E0093,I07,S1,A01,1.84,60,33.11,0
20002419,2023-09-21,PL02,T001,E0033,I03,S2,A06,1.69,60,18.35,26
20002420,2023-09-21,PL05,T003,E0100,I03,S3,A01,1.75,45,145.72,176
20002421,2023-09-21,PL01,T003,E0020,I01,S3,A05,1.82,45,7.17,98
20002422,2023-09-21,PL05,T001,E0107,I03,S3,A04,0.4,60,278.52,65
20002423,2023-09-21,PL03,T004,E0057,I02,S2,A04,1.41,45,21.2,53
20002424,2023-09-22,PL05,T005,E0108,I07,S1,A01,0.97,32,28.1,0
20002425,2023-09-22,PL03,T001,E0057,I04,S3,A01,2.18,60,90.13,84
20002426,2023-09-22,PL05,T004,E0102,I04,S2,A04,1.19,45,93.92,0
20002427,2023-09-22,PL05,T006,E0107,I04,S2,A06,0.36,32,9.22,0
20002428,2023-09-22,PL01,T006,E0008,I04,S2,A02,3.37,32,85.23,0
20002429,2023-09-22,PL04,T003,E0077,I07,S1,A06,0.41,45,29.97,0
20002430,2023-09-22,PL02,T006,E0025,I03,S2,A02,0.25,32,81.26,0
20002431,2023-09-22,PL02,T003,E0038,I02,S3,A06,2.96,45,46.36,99
20002432,2023-09-22,PL05,T005,E0102,I04,S1,A06,1.7,32,22.85,0
20002433,2023-09-22,PL05,T004,E0103,I03,S3,A05,2.99,45,36.81,118
20002434,2023-09-23,PL01,T001,E0014,I07,S1,A01,1.09,60,191.72,0
20002435,2023-09-23,PL02,T001,E0029,I07,S2,A06,1.55,60,30.63,0
20002436,2023-09-23,PL05,T001,E0107,I07,S3,A04,2.79,60,238.36,100
20002437,2023-09-23,PL05,T004,E0101,I02,S2,A01,0.86,45,217.48,35
20002438,2023-09-23,PL04,T006,E0080,I01,S2,A05,1.05,32,8.04,0
20002439,2023-09-23,PL02,T002,E0032,I03,S1,A06,1.09,60,28.0,0
20002440,2023-09-24,PL01,T006,E0021,I04,S2,A02,1.81,32,162.21,34
20002441,2023-09-24,PL05,T005,E0101,I04,S1,A02,1.73,32,14.62,0
20002442,2023-09-24,PL03,T001,E0062,I05,S2,A01,1.94,60,13.49,60
20002443,2023-09-24,PL02,T006,E0032,I07,S1,A05,1.27,32,15.91,0
20002444,2023-09-24,PL02,T005,E0041,I02,S1,A03,1.83,32,26.8,0
20002445,2023-09-24,PL03,T004,E0057,I06,S2,A03,0.44,45,38.21,41
20002446,2023-09-24,PL04,T002,E0082,I07,S2,A04,1.11,60,211.3,0
20002447,2023-09-24,PL04,T002,E0077,I01,S2,A02,0.38,60,130.13,0
20002448,2023-09-24,PL05,T002,E0106,I02,S1,A02,1.4,60,163.51,0
20002449,2023-09-24,PL02,T004,E0032,I08,S2,A01,1.12,45,240.96,0
20002450,2023-09-24,PL03,T006,E0061,I07,S3,A01,1.8,32,138.69,0
20002451,2023-09-24,PL02,T006,E0046,I03,S2,A06,0.63,32,19.38,0
20002452,2023-09-24,PL04,T005,E0080,I06,S1,A02,0.39,32,136.35,0
20002453,2023-09-25,PL05,T004,E0100,I03,S1,A05,2.35,45,17.25,0
20002454,2023-09-25,PL01,T001,E0005,I06,S1,A01,0.92,60,35.03,0
20002455,2023-09-25,PL03,T005,E0053,I05,S1,A06,0.37,32,1.31,0
20002456,2023-09-25,PL05,T002,E0105,I08,S2,A03,1.42,60,17.18,24
20002457,2023-09-25,PL01,T001,E0013,I01,S1,A02,1.47,60,101.24,0
20002458,2023-09-25,PL04,T005,E0074,I01,S2,A01,1.26,32,124.98,0
20002459,2023-09-25,PL03,T002,E0053,I08,S4,A05,2.82,60,49.04,146
20002460,2023-09-25,PL03,T003,E0060,I04,S3,A02,1.89,45,261.88,101
20002461,2023-09-25,PL01,T005,E0001,I04,S2,A06,2.63,32,24.1,0
20002462,2023-09-25,PL03,T006,E0054,I05,S4,A06,3.36,32,26.91,0
20002463,2023-09-26,PL01,T001,E0023,I01,S1,A05,2.09,60,4.23,0
20002464,2023-09-26,PL03,T004,E0055,I05,S2,A06,0.74,45,24.06,10
20002465,2023-09-26,PL05,T004,E0101,I05,S4,A05,2.9,45,51.05,131
20002466,2023-09-26,PL04,T004,E0087,I05,S2,A05,0.77,45,31.41,0
20002467,2023-09-26,PL03,T005,E0054,I03,S1,A04,0.51,32,54.58,0
20002468,2023-09-27,PL01,T005,E0002,I07,S2,A05,1.88,32,10.74,0
20002469,2023-09-27,PL04,T006,E0084,I01,S1,A03,1.98,32,6.3,0
20002470,2023-09-27,PL04,T004,E0087,I07,S1,A01,1.78,45,34.69,0
20002471,2023-09-27,PL03,T006,E0066,I07,S1,A03,1.4,32,13.01,0
20002472,2023-09-27,PL04,T005,E0080,I01,S4,A06,1.54,32,8.59,59
20002473,2023-09-27,PL05,T006,E0102,I03,S1,A05,1.93,32,10.0,0
20002474,2023-09-27,PL02,T001,E0034,I04,S1,A02,2.07,60,175.29,0
20002475,2023-09-28,PL01,T004,E0013,I01,S3,A06,1.34,45,9.71,110
20002476,2023-09-28,PL05,T003,E0091,I06,S2,A03,1.28,45,19.86,26
20002477,2023-09-28,PL04,T002,E0073,I08,S2,A03,0.4,60,29.93,0
20002478,2023-09-28,PL05,T006,E0101,I01,S1,A03,0.25,32,0.07,0
20002479,2023-09-28,PL01,T002,E0018,I01,S1,A02,1.89,60,22.4,0
20002480,2023-09-28,PL03,T004,E0053,I02,S2,A03,2.14,45,34.52,60
20002481,2023-09-28,PL05,T003,E0103,I02,S1,A03,0.66,45,11.72,0
20002482,2023-09-28,PL03,T003,E0072,I02,S2,A05,0.57,45,19.31,35
20002483,2023-09-28,PL05,T002,E0095,I07,S2,A03,1.8,60,3.66,0
20002484,2023-09-28,PL04,T006,E0083,I04,S2,A05,0.25,32,24.91,0
20002485,2023-09-28,PL02,T001,E0046,I06,S1,A02,0.25,60,164.32,0
20002486,2023-09-29,PL04,T002,E0087,I06,S1,A04,2.21,60,120.59,0
20002487,2023-09-29,PL03,T002,E0058,I01,S2,A02,2.31,60,145.33,45
20002488,2023-09-29,PL02,T002,E0035,I03,S3,A05,1.92,60,47.18,0
20002489,2023-09-29,PL05,T002,E0097,I06,S1,A06,1.2,60,31.72,0
20002490,2023-09-29,PL03,T004,E0054,I03,S2,A01,1.28,45,158.77,37
20002491,2023-09-29,PL04,T006,E0079,I03,S2,A06,1.3,32,21.68,0
20002492,2023-09-29,PL02,T004,E0039,I01,S1,A02,1.05,45,85.46,0
20002493,2023-09-29,PL01,T004,E0016,I07,S1,A05,0.93,45,8.77,0
20002494,2023-09-30,PL01,T003,E0021,I08,S1,A05,2.23,45,21.18,0
20002495,2023-09-30,PL05,T005,E0095,I01,S1,A02,1.08,32,87.93,0
20002496,2023-09-30,PL02,T003,E0027,I01,S4,A04,1.29,45,41.92,154
20002497,2023-09-30,PL03,T002,E0060,I08,S3,A01,0.34,60,262.31,62
20002498,2023-09-30,PL01,T001,E0021,I03,S2,A06,1.77,60,18.15,56
20002499,2023-09-30,PL03,T004,E0061,I08,S1,A01,0.89,45,137.39,0
20002500,2023-09-30,PL05,T003,E0101,I06,S1,A05,1.45,45,17.82,0
20002501,2023-10-01,PL04,T001,E0086,I08,S3,A02,1.16,60,143.39,90
20002502,2023-10-01,PL03,T006,E0049,I08,S2,A02,1.13,32,154.58,0
20002503,2023-10-01,PL05,T001,E0101,I07,S2,A01,2.55,60,159.26,23
20002504,2023-10-01,PL01,T004,E0005,I01,S3,A01,1.43,45,130.33,0
20002505,2023-10-01,PL05,T005,E0102,I04,S3,A03,0.72,32,37.24,0
20002506,2023-10-01,PL02,T004,E0039,I08,S3,A05,2.29,45,40.94,150
20002507,2023-10-01,PL03,T001,E0057,I08,S3,A04,1.74,60,24.78,101
20002508,2023-10-01,PL04,T002,E0076,I01,S2,A04,1.99,60,114.24,0
20002509,2023-10-02,PL01,T005,E0012,I06,S1,A06,0.92,32,14.94,0
20002510,2023-10-02,PL02,T005,E0047,I06,S3,A06,2.15,32,33.79,0
20002511,2023-10-02,PL03,T003,E0067,I06,S3,A06,1.77,45,41.65,140
20002512,2023-10-02,PL03,T004,E0068,I03,S2,A05,1.44,45,22.89,0
20002513,2023-10-02,PL02,T006,E0046,I02,S3,A04,0.79,32,170.04,0
20002514,2023-10-02,PL01,T002,E0018,I05,S4,A05,1.56,60,49.54,157
20002515,2023-10-02,PL02,T002,E0048,I07,S4,A04,3.03,60,332.31,159
20002516,2023-10-02,PL03,T001,E0068,I05,S3,A05,1.46,60,14.2,0
20002517,2023-10-02,PL02,T006,E0037,I07,S1,A02,0.69,32,58.79,0
20002518,2023-10-03,PL02,T005,E0048,I04,S2,A01,0.25,32,21.4,29
20002519,2023-10-03,PL03,T006,E0065,I05,S4,A05,2.91,32,55.88,99
20002520,2023-10-03,PL04,T004,E0080,I01,S4,A04,1.16,45,39.63,137
20002521,2023-10-03,PL05,T003,E0100,I06,S1,A03,1.52,45,11.26,0
20002522,2023-10-03,PL04,T003,E0079,I05,S2,A04,1.35,45,160.15,16
20002523,2023-10-03,PL01,T005,E0024,I05,S1,A01,0.59,32,26.22,0
20002524,2023-10-03,PL01,T006,E0022,I07,S1,A01,2.08,32,157.32,0
20002525,2023-10-03,PL03,T003,E0060,I08,S1,A05,1.21,45,25.06,0
20002526,2023-10-04,PL04,T005,E0083,I08,S4,A04,2.7,32,329.24,0
20002527,2023-10-04,PL01,T006,E0002,I02,S2,A03,0.88,32,17.57,0
20002528,2023-10-04,PL03,T004,E0066,I03,S3,A06,0.43,45,48.2,118
20002529,2023-10-04,PL04,T005,E0079,I04,S2,A06,0.25,32,1.36,5
20002530,2023-10-04,PL01,T002,E0016,I08,S1,A05,1.26,60,16.21,0
20002531,2023-10-04,PL02,T001,E0025,I08,S2,A03,0.25,60,17.38,0
20002532,2023-10-04,PL05,T001,E0103,I08,S3,A02,3.24,60,232.62,0
20002533,2023-10-04,PL04,T003,E0084,I02,S3,A06,1.95,45,9.96,0
20002534,2023-10-04,PL03,T001,E0049,I03,S2,A06,2.15,60,31.61,32
20002535,2023-10-04,PL04,T001,E0083,I08,S2,A02,2.05,60,23.26,0
20002536,2023-10-05,PL01,T001,E0003,I05,S2,A06,2.01,60,11.37,34
20002537,2023-10-05,PL05,T005,E0105,I03,S2,A05,1.91,32,4.46,0
20002538,2023-10-05,PL04,T003,E0079,I03,S3,A05,1.01,45,27.01,0
20002539,2023-10-05,PL02,T001,E0032,I02,S3,A05,1.58,60,42.57,0
20002540,2023-10-05,PL04,T005,E0074,I02,S2,A03,1.66,32,36.24,39
20002541,2023-10-05,PL03,T006,E0056,I08,S1,A01,1.12,32,121.84,0
20002542,2023-10-06,PL01,T002,E0016,I04,S1,A06,1.56,60,16.29,0
20002543,2023-10-06,PL03,T002,E0069,I04,S4,A04,2.86,60,300.97,56
20002544,2023-10-06,PL04,T005,E0081,I01,S1,A04,0.68,32,115.79,0
20002545,2023-10-06,PL05,T001,E0102,I05,S2,A04,1.32,60,140.72,0
20002546,2023-10-06,PL03,T006,E0059,I03,S2,A05,1.77,32,1.91,0
20002547,2023-10-06,PL01,T006,E0004,I01,S2,A02,1.48,32,153.07,0
20002548,2023-10-06,PL05,T006,E0103,I05,S4,A01,3.01,32,271.6,98
20002549,2023-10-06,PL01,T004,E0010,I03,S4,A06,2.04,45,22.08,132
20002550,2023-10-06,PL03,T002,E0049,I06,S1,A05,1.18,60,22.12,0
20002551,2023-10-06,PL05,T002,E0096,I07,S4,A06,3.06,60,46.38,65
20002552,2023-10-06,PL03,T004,E0062,I05,S1,A06,1.29,45,13.83,0
20002553,2023-10-07,PL02,T005,E0043,I08,S1,A06,1.26,32,15.32,0
20002554,2023-10-07,PL01,T004,E0019,I01,S1,A03,2.08,45,26.99,0
20002555,2023-10-07,PL05,T003,E0094,I06,S2,A06,1.15,45,27.95,28
20002556,2023-10-07,PL04,T003,E0089,I02,S1,A01,1.45,45,153.88,0
20002557,2023-10-07,PL05,T004,E0106,I08,S2,A06,1.11,45,43.57,12
20002558,2023-10-07,PL05,T004,E0095,I06,S1,A05,1.89,45,14.83,0
20002559,2023-10-07,PL05,T002,E0106,I07,S2,A01,1.75,60,90.94,0
20002560,2023-10-07,PL05,T001,E0108,I06,S2,A03,0.99,60,6.27,0
20002561,2023-10-07,PL05,T001,E0098,I05,S2,A03,0.31,60,10.13,0
20002562,2023-10-08,PL01,T004,E0010,I04,S2,A03,1.62,45,9.43,23
20002563,2023-10-08,PL01,T004,E0012,I08,S2,A01,1.41,45,171.62,0
20002564,2023-10-08,PL05,T004,E0095,I04,S3,A02,1.54,45,224.36,45
20002565,2023-10-08,PL04,T002,E0085,I08,S1,A01,1.24,60,117.22,0
20002566,2023-10-08,PL01,T003,E0008,I05,S1,A06,1.91,45,15.5,0
20002567,2023-10-08,PL05,T003,E0094,I07,S2,A05,1.18,45,39.13,6
20002568,2023-10-08,PL03,T003,E0068,I02,S2,A02,1.51,45,151.65,0
20002569,2023-10-08,PL02,T002,E0040,I05,S1,A06,0.98,60,4.5,0
20002570,2023-10-08,PL03,T003,E0070,I08,S1,A05,1.54,45,2.76,0
20002571,2023-10-09,PL03,T003,E0063,I02,S2,A04,0.55,45,217.96,0
20002572,2023-10-09,PL02,T005,E0041,I04,S2,A03,0.93,32,30.15,37
20002573,2023-10-09,PL02,T006,E0031,I04,S3,A01,1.37,32,59.19,32
20002574,2023-10-09,PL03,T006,E0061,I03,S1,A03,0.97,32,6.53,0
20002575,2023-10-09,PL05,T006,E0104,I03,S1,A02,1.42,32,124.93,0
20002576,2023-10-09,PL02,T006,E0043,I04,S2,A04,1.83,32,130.4,23
20002577,2023-10-09,PL01,T005,E0006,I06,S1,A06,0.84,32,25.49,0
20002578,2023-10-09,PL04,T001,E0080,I05,S2,A05,1.54,60,15.18,0
20002579,2023-10-09,PL05,T004,E0107,I05,S1,A04,2.09,45,167.19,0
20002580,2023-10-09,PL05,T001,E0103,I02,S2,A04,1.51,60,133.57,44
20002581,2023-10-09,PL03,T006,E0052,I04,S3,A01,1.22,32,290.5,73
20002582,2023-10-09,PL04,T006,E0089,I07,S1,A03,2.13,32,24.99,0
20002583,2023-10-09,PL05,T002,E0099,I05,S2,A01,2.06,60,215.34,0
20002584,2023-10-09,PL04,T003,E0077,I01,S1,A02,0.93,45,79.75,0
20002585,2023-10-10,PL03,T001,E0055,I01,S3,A05,0.81,60,15.67,49
20002586,2023-10-10,PL03,T001,E0065,I01,S2,A02,0.93,60,107.61,34
20002587,2023-10-10,PL02,T005,E0034,I06,S3,A02,3.79,32,79.29,67
20002588,2023-10-10,PL01,T005,E0009,I07,S2,A03,1.07,32,22.43,0
20002589,2023-10-10,PL02,T006,E0044,I03,S3,A04,1.05,32,232.54,92
20002590,2023-10-10,PL03,T006,E0060,I03,S1,A02,2.3,32,151.55,0
20002591,2023-10-10,PL02,T003,E0032,I01,S2,A03,1.96,45,22.13,0
20002592,2023-10-10,PL03,T001,E0056,I06,S2,A04,1.24,60,102.99,0
20002593,2023-10-10,PL01,T004,E0019,I02,S1,A05,1.37,45,17.16,0
20002594,2023-10-10,PL04,T004,E0076,I06,S1,A05,0.96,45,0.31,0
20002595,2023-10-11,PL05,T005,E0108,I05,S1,A01,1.51,32,143.46,0
20002596,2023-10-11,PL04,T006,E0076,I01,S2,A01,0.35,32,196.89,13
20002597,2023-10-11,PL03,T006,E0055,I03,S1,A06,0.79,32,4.77,0
20002598,2023-10-11,PL05,T003,E0106,I07,S1,A04,0.89,45,36.29,0
20002599,2023-10-11,PL05,T003,E0102,I04,S2,A05,1.26,45,7.22,0
20002600,2023-10-11,PL03,T006,E0071,I08,S1,A03,0.99,32,19.32,0
20002601,2023-10-11,PL04,T004,E0085,I01,S3,A01,1.92,45,185.53,0
20002602,2023-10-12,PL02,T006,E0035,I03,S2,A04,1.77,32,12.16,33
20002603,2023-10-12,PL02,T002,E0041,I08,S1,A02,1.08,60,118.57,0
20002604,2023-10-12,PL05,T005,E0101,I01,S3,A06,2.25,32,15.97,70
20002605,2023-10-12,PL01,T004,E0003,I06,S1,A04,0.25,45,77.2,0
20002606,2023-10-12,PL02,T006,E0034,I07,S1,A05,0.25,32,2.95,0
20002607,2023-10-12,PL05,T006,E0108,I07,S1,A06,1.29,32,28.47,0
20002608,2023-10-12,PL03,T005,E0065,I03,S1,A01,1.35,32,62.65,0
20002609,2023-10-12,PL02,T003,E0027,I02,S1,A02,0.93,45,68.97,0
20002610,2023-10-12,PL01,T003,E0009,I04,S1,A01,0.47,45,93.58,0
20002611,2023-10-12,PL01,T001,E0013,I04,S3,A05,2.3,60,23.93,86
20002612,2023-10-12,PL02,T005,E0041,I06,S4,A04,1.76,32,309.14,151
20002613,2023-10-12,PL05,T002,E0107,I03,S1,A02,1.2,60,68.47,0
20002614,2023-10-13,PL05,T003,E0105,I03,S2,A03,1.58,45,7.34,0
20002615,2023-10-13,PL04,T001,E0082,I01,S1,A02,1.56,60,23.07,0
20002616,2023-10-13,PL03,T001,E0068,I05,S1,A06,0.25,60,0.95,0
20002617,2023-10-13,PL03,T006,E0067,I05,S2,A03,1.37,32,25.93,0
20002618,2023-10-13,PL03,T006,E0055,I06,S2,A04,1.69,32,177.01,32
20002619,2023-10-13,PL04,T003,E0076,I06,S2,A01,0.88,45,39.0,0
20002620,2023-10-13,PL03,T006,E0061,I07,S1,A01,0.76,32,144.36,0
20002621,2023-10-13,PL01,T003,E0013,I04,S1,A01,1.64,45,93.85,0
20002622,2023-10-14,PL03,T006,E0053,I06,S3,A04,2.09,32,209.0,0
20002623,2023-10-14,PL01,T005,E0014,I02,S2,A03,2.08,32,35.23,6
20002624,2023-10-14,PL03,T001,E0063,I07,S3,A06,2.05,60,46.44,0
20002625,2023-10-14,PL02,T003,E0047,I01,S1,A05,1.08,45,26.55,0
20002626,2023-10-14,PL03,T003,E0068,I06,S2,A02,1.63,45,66.03,0
20002627,2023-10-14,PL02,T005,E0046,I02,S2,A04,2.58,32,106.99,0
20002628,2023-10-14,PL03,T003,E0072,I05,S3,A04,1.71,45,301.79,187
20002629,2023-10-15,PL05,T004,E0092,I01,S2,A05,1.68,45,23.93,25
20002630,2023-10-15,PL03,T005,E0054,I03,S2,A04,1.29,32,190.6,0
20002631,2023-10-15,PL05,T006,E0093,I07,S1,A02,1.05,32,76.05,0
20002632,2023-10-15,PL02,T006,E0043,I04,S1,A05,0.49,32,3.32,0
20002633,2023-10-15,PL05,T006,E0092,I06,S1,A01,1.28,32,171.04,0
20002634,2023-10-15,PL03,T003,E0052,I05,S1,A02,1.41,45,93.89,0
20002635,2023-10-15,PL04,T006,E0085,I01,S2,A03,0.97,32,21.68,0
20002636,2023-10-16,PL05,T001,E0108,I02,S2,A04,1.18,60,181.78,16
20002637,2023-10-16,PL03,T002,E0063,I01,S1,A04,1.48,60,145.82,0
20002638,2023-10-16,PL02,T006,E0044,I04,S3,A04,0.93,32,186.27,86
20002639,2023-10-16,PL01,T005,E0014,I01,S2,A03,0.26,32,9.79,10
20002640,2023-10-16,PL05,T005,E0097,I07,S1,A02,1.42,32,101.76,0
20002641,2023-10-16,PL03,T003,E0060,I04,S1,A04,2.09,45,75.52,0
20002642,2023-10-16,PL02,T005,E0037,I02,S3,A03,0.54,32,50.96,0
20002643,2023-10-16,PL01,T004,E0009,I06,S3,A05,2.17,45,30.34,129
20002644,2023-10-16,PL02,T001,E0044,I04,S1,A02,1.74,60,77.35,0
20002645,2023-10-16,PL03,T004,E0056,I07,S2,A06,1.08,45,5.92,16
20002646,2023-10-16,PL04,T004,E0079,I06,S1,A06,0.7,45,20.95,0
20002647,2023-10-16,PL04,T001,E0089,I08,S2,A01,1.7,60,206.4,0
20002648,2023-10-16,PL01,T004,E0019,I05,S2,A06,2.45,45,27.34,0
20002649,2023-10-16,PL02,T005,E0035,I02,S1,A05,0.59,32,6.74,0
20002650,2023-10-17,PL05,T002,E0108,I04,S4,A03,3.37,60,42.13,0
20002651,2023-10-17,PL05,T005,E0098,I05,S2,A01,0.67,32,29.91,0
20002652,2023-10-17,PL03,T003,E0058,I05,S3,A05,2.31,45,21.74,128
20002653,2023-10-17,PL05,T004,E0104,I04,S1,A05,3.02,45,3.46,0
20002654,2023-10-17,PL04,T004,E0076,I03,S3,A04,0.34,45,115.61,130
20002655,2023-10-17,PL04,T001,E0087,I07,S1,A04,2.0,60,113.32,0
20002656,2023-10-17,PL05,T005,E0104,I03,S1,A03,0.25,32,33.51,0
20002657,2023-10-17,PL02,T001,E0028,I06,S4,A06,3.79,60,62.84,208
20002658,2023-10-17,PL03,T006,E0064,I07,S1,A02,1.41,32,144.14,0
20002659,2023-10-17,PL02,T005,E0032,I05,S1,A01,0.77,32,30.98,0
20002660,2023-10-17,PL04,T002,E0082,I06,S1,A03,0.31,60,20.46,0
20002661,2023-10-17,PL05,T001,E0108,I06,S2,A05,0.79,60,12.5,49
20002662,2023-10-17,PL04,T001,E0087,I03,S1,A01,1.14,60,118.98,0
20002663,2023-10-17,PL05,T005,E0095,I08,S4,A03,2.92,32,48.29,0
20002664,2023-10-17,PL03,T005,E0052,I08,S2,A05,1.05,32,34.24,58
20002665,2023-10-17,PL05,T001,E0106,I03,S2,A02,1.75,60,75.18,51
20002666,2023-10-17,PL03,T003,E0058,I05,S3,A03,2.04,45,32.47,107
20002667,2023-10-18,PL05,T002,E0094,I03,S2,A03,1.5,60,14.3,0
20002668,2023-10-18,PL03,T001,E0058,I06,S1,A02,1.47,60,54.97,0
20002669,2023-10-18,PL03,T002,E0057,I04,S3,A05,0.86,60,39.76,159
20002670,2023-10-18,PL04,T005,E0090,I06,S1,A04,1.07,32,122.82,0
