OrdenID,FechaEntrada,FechaSalida,TallerID,TallerNombre,CiudadTaller,ClienteID,VehiculoID,MecanicoID,MecanicoNombre,GarantiaSiNo
2002685,2023-12-29,2023-12-31,T002,AutoZen Norte,Madrid,C0431,V00467,M001,Luis,No
2002686,2023-12-29,2023-12-30,T004,AutoZen Triana,Sevilla,C0130,V00145,M005,Irene,Sí
2002687,2023-12-29,2023-12-29,T001,AutoZen Atocha,Madrid,C0131,V00146,M004,Leo,No
2002688,2023-12-29,2023-12-29,T004,AutoZen Triana,Sevilla,C0209,V00234,M005,Irene,No
2002689,2023-12-29,2023-12-29,T002,AutoZen Norte,Madrid,C0627,V00690,M005,Irene,No
2002690,2023-12-29,2023-12-29,T004,AutoZen Triana,Sevilla,C0173,V00192,M006,Pablo,No
2002691,2023-12-29,2023-12-29,T004,AutoZen Triana,Sevilla,C0820,V00898,M004,Leo,No
2002692,2023-12-29,2023-12-30,T003,AutoZen Mar,Valencia,C0789,V00863,M005,Irene,Sí
2002693,2023-12-29,2023-12-30,T004,AutoZen Triana,Sevilla,C0546,V00599,M006,Pablo,No
2002694,2023-12-29,2023-12-31,T004,AutoZen Triana,Sevilla,C0476,V00518,M004,Leo,No
2002695,2023-12-30,2023-12-30,T003,AutoZen Mar,Valencia,C0515,V00565,M001,Luis,No
2002696,2023-12-30,2023-12-30,T004,AutoZen Triana,Sevilla,C0369,V00398,M001,Luis,No
2002697,2023-12-30,2023-12-31,T004,AutoZen Triana,Sevilla,C0578,V00634,M005,Irene,No
2002698,2023-12-30,2024-01-01,T004,AutoZen Triana,Sevilla,C0460,V00501,M005,Irene,No
2002699,2023-12-30,2023-12-30,T004,AutoZen Triana,Sevilla,C0872,V00958,M002,Sara,No
2002700,2023-12-30,2024-01-01,T002,AutoZen Norte,Madrid,C0487,V00530,M003,Nuria,No
2002701,2024-01-01,2024-01-02,T004,AutoZen Triana,Sevilla,C0180,V00199,M005,Irene,Sí
2002702,2024-01-01,2024-01-02,T002,AutoZen Norte,Madrid,C0174,V00193,M003,Nuria,No
2002703,2024-01-01,2024-01-02,T001,AutoZen Atocha,Madrid,C0135,V00152,M001,Luis,No
2002704,2024-01-01,2024-01-02,T003,AutoZen Mar,Valencia,C0784,V00858,M003,Nuria,No
2002705,2024-01-01,2024-01-03,T003,AutoZen Mar,Valencia,C0259,V00288,M002,Sara,No
2002706,2024-01-01,2024-01-02,T004,AutoZen Triana,Sevilla,C0489,V00533,M004,Leo,No
2002707,2024-01-01,2024-01-03,T004,AutoZen Triana,Sevilla,C0568,V00623,M002,Sara,No
2002708,2024-01-01,2024-01-01,T003,AutoZen Mar,Valencia,C0808,V00885,M002,Sara,No
2002709,2024-01-01,2024-01-02,T004,AutoZen Triana,Sevilla,C0777,V00850,M004,Leo,No
2002710,2024-01-01,2024-01-01,T002,AutoZen Norte,Madrid,C0426,V00462,M006,Pablo,No
2002711,2024-01-02,2024-01-02,T002,AutoZen Norte,Madrid,C0087,V00093,M003,Nuria,No
2002712,2024-01-02,2024-01-02,T001,AutoZen Atocha,Madrid,C0617,V00678,M001,Luis,Sí
2002713,2024-01-02,2024-01-03,T001,AutoZen Atocha,Madrid,C0856,V00939,M001,Luis,Sí
2002714,2024-01-02,2024-01-02,T004,AutoZen Triana,Sevilla,C0796,V00870,M005,Irene,Sí
2002715,2024-01-02,2024-01-02,T004,AutoZen Triana,Sevilla,C0705,V00773,M005,Irene,No
2002716,2024-01-02,2024-01-02,T002,AutoZen Norte,Madrid,C0832,V00911,M005,Irene,No
2002717,2024-01-02,2024-01-02,T001,AutoZen Atocha,Madrid,C0293,V00318,M005,Irene,No
2002718,2024-01-02,2024-01-03,T001,AutoZen Atocha,Madrid,C0253,V00283,M001,Luis,No
2002719,2024-01-02,2024-01-02,T001,AutoZen Atocha,Madrid,C0647,V00710,M006,Pablo,No
2002720,2024-01-03,2024-01-04,T003,AutoZen Mar,Valencia,C0756,V00829,M003,Nuria,No
2002721,2024-01-03,2024-01-05,T002,AutoZen Norte,Madrid,C0427,V00464,M003,Nuria,Sí
2002722,2024-01-03,2024-01-03,T002,AutoZen Norte,Madrid,C0380,V00411,M005,Irene,No
2002723,2024-01-03,2024-01-03,T002,AutoZen Norte,Madrid,C0888,V00974,M001,Luis,No
2002724,2024-01-03,2024-01-04,T001,AutoZen Atocha,Madrid,C0709,V00778,M002,Sara,No
2002725,2024-01-03,2024-01-03,T001,AutoZen Atocha,Madrid,C0851,V00933,M006,Pablo,No
2002726,2024-01-03,2024-01-03,T003,AutoZen Mar,Valencia,C0792,V00865,M006,Pablo,No
2002727,2024-01-04,2024-01-04,T001,AutoZen Atocha,Madrid,C0467,V00509,M002,Sara,No
2002728,2024-01-04,2024-01-04,T004,AutoZen Triana,Sevilla,C0256,V00286,M004,Leo,No
2002729,2024-01-04,2024-01-04,T001,AutoZen Atocha,Madrid,C0471,V00514,M001,Luis,No
2002730,2024-01-04,2024-01-05,T001,AutoZen Atocha,Madrid,C0712,V00782,M002,Sara,No
2002731,2024-01-04,2024-01-04,T002,AutoZen Norte,Madrid,C0363,V00393,M001,Luis,Sí
2002732,2024-01-04,2024-01-04,T003,AutoZen Mar,Valencia,C0183,V00203,M004,Leo,No
2002733,2024-01-04,2024-01-04,T003,AutoZen Mar,Valencia,C0218,V00245,M004,Leo,No
2002734,2024-01-04,2024-01-04,T004,AutoZen Triana,Sevilla,C0827,V00906,M006,Pablo,No
2002735,2024-01-04,2024-01-05,T003,AutoZen Mar,Valencia,C0325,V00349,M006,Pablo,No
2002736,2024-01-05,2024-01-05,T002,AutoZen Norte,Madrid,C0500,V00545,M006,Pablo,Sí
2002737,2024-01-05,2024-01-07,T002,AutoZen Norte,Madrid,C0165,V00184,M004,Leo,No
2002738,2024-01-05,2024-01-05,T003,AutoZen Mar,Valencia,C0315,V00340,M004,Leo,Sí
2002739,2024-01-05,2024-01-07,T004,AutoZen Triana,Sevilla,C0231,V00259,M001,Luis,No
2002740,2024-01-05,2024-01-05,T002,AutoZen Norte,Madrid,C0884,V00970,M003,Nuria,No
2002741,2024-01-05,2024-01-05,T003,AutoZen Mar,Valencia,C0536,V00588,M004,Leo,Sí
2002742,2024-01-05,2024-01-07,T001,AutoZen Atocha,Madrid,C0400,V00434,M006,Pablo,No
2002743,2024-01-05,2024-01-05,T004,AutoZen Triana,Sevilla,C0507,V00554,M002,Sara,No
2002744,2024-01-06,2024-01-07,T001,AutoZen Atocha,Madrid,C0271,V00300,M006,Pablo,Sí
2002745,2024-01-06,2024-01-06,T004,AutoZen Triana,Sevilla,C0149,V00167,M003,Nuria,No
2002746,2024-01-06,2024-01-06,T003,AutoZen Mar,Valencia,C0420,V00455,M006,Pablo,No
2002747,2024-01-06,2024-01-07,T002,AutoZen Norte,Madrid,C0790,V00864,M004,Leo,No
2002748,2024-01-06,2024-01-06,T003,AutoZen Mar,Valencia,C0538,V00590,M004,Leo,No
2002749,2024-01-06,2024-01-07,T004,AutoZen Triana,Sevilla,C0842,V00924,M004,Leo,No
2002750,2024-01-06,2024-01-06,T004,AutoZen Triana,Sevilla,C0224,V00252,M002,Sara,Sí
2002751,2024-01-06,2024-01-06,T003,AutoZen Mar,Valencia,C0071,V00078,M004,Leo,Sí
2002752,2024-01-06,2024-01-06,T002,AutoZen Norte,Madrid,C0048,V00056,M004,Leo,No
2002753,2024-01-06,2024-01-08,T002,AutoZen Norte,Madrid,C0407,V00441,M005,Irene,No
2002754,2024-01-06,2024-01-07,T001,AutoZen Atocha,Madrid,C0596,V00656,M001,Luis,No
2002755,2024-01-07,2024-01-07,T004,AutoZen Triana,Sevilla,C0444,V00482,M005,Irene,No
2002756,2024-01-07,2024-01-07,T002,AutoZen Norte,Madrid,C0560,V00614,M002,Sara,No
2002757,2024-01-08,2024-01-09,T001,AutoZen Atocha,Madrid,C0017,V00020,M005,Irene,No
2002758,2024-01-08,2024-01-10,T003,AutoZen Mar,Valencia,C0833,V00912,M002,Sara,No
2002759,2024-01-08,2024-01-09,T002,AutoZen Norte,Madrid,C0847,V00929,M005,Irene,No
2002760,2024-01-08,2024-01-09,T002,AutoZen Norte,Madrid,C0652,V00716,M006,Pablo,No
2002761,2024-01-08,2024-01-09,T002,AutoZen Norte,Madrid,C0174,V00193,M004,Leo,No
2002762,2024-01-08,2024-01-08,T002,AutoZen Norte,Madrid,C0458,V00499,M001,Luis,No
2002763,2024-01-08,2024-01-08,T002,AutoZen Norte,Madrid,C0003,V00005,M006,Pablo,No
2002764,2024-01-09,2024-01-09,T001,AutoZen Atocha,Madrid,C0025,V00032,M004,Leo,No
2002765,2024-01-09,2024-01-09,T003,AutoZen Mar,Valencia,C0825,V00903,M004,Leo,No
2002766,2024-01-09,2024-01-10,T001,AutoZen Atocha,Madrid,C0308,V00333,M005,Irene,No
2002767,2024-01-09,2024-01-10,T001,AutoZen Atocha,Madrid,C0050,V00058,M002,Sara,No
2002768,2024-01-09,2024-01-10,T004,AutoZen Triana,Sevilla,C0395,V00428,M003,Nuria,No
2002769,2024-01-09,2024-01-09,T001,AutoZen Atocha,Madrid,C0118,V00129,M001,Luis,No
2002770,2024-01-09,2024-01-10,T003,AutoZen Mar,Valencia,C0165,V00183,M001,Luis,No
2002771,2024-01-09,2024-01-10,T002,AutoZen Norte,Madrid,C0167,V00186,M005,Irene,No
2002772,2024-01-09,2024-01-09,T002,AutoZen Norte,Madrid,C0066,V00074,M002,Sara,No
2002773,2024-01-09,2024-01-10,T003,AutoZen Mar,Valencia,C0810,V00887,M001,Luis,No
2002774,2024-01-10,2024-01-10,T002,AutoZen Norte,Madrid,C0582,V00640,M005,Irene,No
2002775,2024-01-10,2024-01-10,T002,AutoZen Norte,Madrid,C0106,V00115,M006,Pablo,No
2002776,2024-01-10,2024-01-11,T003,AutoZen Mar,Valencia,C0196,V00221,M004,Leo,No
2002777,2024-01-10,2024-01-11,T003,AutoZen Mar,Valencia,C0075,V00082,M006,Pablo,No
2002778,2024-01-10,2024-01-12,T004,AutoZen Triana,Sevilla,C0276,V00304,M003,Nuria,No
2002779,2024-01-10,2024-01-10,T004,AutoZen Triana,Sevilla,C0780,V00853,M002,Sara,No
2002780,2024-01-10,2024-01-10,T001,AutoZen Atocha,Madrid,C0075,V00082,M005,Irene,No
2002781,2024-01-11,2024-01-11,T004,AutoZen Triana,Sevilla,C0016,V00019,M003,Nuria,No
2002782,2024-01-11,2024-01-12,T003,AutoZen Mar,Valencia,C0402,V00436,M003,Nuria,No
2002783,2024-01-11,2024-01-13,T003,AutoZen Mar,Valencia,C0851,V00933,M003,Nuria,No
2002784,2024-01-11,2024-01-11,T004,AutoZen Triana,Sevilla,C0088,V00094,M003,Nuria,Sí
2002785,2024-01-11,2024-01-11,T001,AutoZen Atocha,Madrid,C0814,V00892,M004,Leo,No
2002786,2024-01-11,2024-01-12,T001,AutoZen Atocha,Madrid,C0895,V00982,M004,Leo,No
2002787,2024-01-11,2024-01-12,T001,AutoZen Atocha,Madrid,C0560,V00614,M005,Irene,No
2002788,2024-01-11,2024-01-11,T003,AutoZen Mar,Valencia,C0244,V00273,M004,Leo,No
2002789,2024-01-11,2024-01-12,T001,AutoZen Atocha,Madrid,C0556,V00610,M006,Pablo,No
2002790,2024-01-11,2024-01-11,T004,AutoZen Triana,Sevilla,C0789,V00863,M001,Luis,No
2002791,2024-01-11,2024-01-11,T003,AutoZen Mar,Valencia,C0031,V00038,M006,Pablo,No
2002792,2024-01-11,2024-01-11,T002,AutoZen Norte,Madrid,C0264,V00294,M004,Leo,No
2002793,2024-01-11,2024-01-12,T004,AutoZen Triana,Sevilla,C0853,V00935,M005,Irene,No
2002794,2024-01-12,2024-01-12,T001,AutoZen Atocha,Madrid,C0827,V00906,M006,Pablo,No
2002795,2024-01-12,2024-01-14,T004,AutoZen Triana,Sevilla,C0541,V00592,M005,Irene,No
2002796,2024-01-12,2024-01-13,T004,AutoZen Triana,Sevilla,C0120,V00132,M003,Nuria,Sí
2002797,2024-01-12,2024-01-13,T001,AutoZen Atocha,Madrid,C0628,V00691,M002,Sara,No
2002798,2024-01-12,2024-01-12,T004,AutoZen Triana,Sevilla,C0759,V00833,M005,Irene,No
2002799,2024-01-12,2024-01-14,T003,AutoZen Mar,Valencia,C0493,V00540,M002,Sara,No
2002800,2024-01-12,2024-01-12,T002,AutoZen Norte,Madrid,C0359,V00389,M001,Luis,No
2002801,2024-01-12,2024-01-12,T002,AutoZen Norte,Madrid,C0211,V00236,M006,Pablo,No
2002802,2024-01-12,2024-01-12,T003,AutoZen Mar,Valencia,C0776,V00849,M002,Sara,No
2002803,2024-01-12,2024-01-13,T001,AutoZen Atocha,Madrid,C0785,V00859,M005,Irene,No
2002804,2024-01-12,2024-01-13,T002,AutoZen Norte,Madrid,C0602,V00663,M004,Leo,No
2002805,2024-01-12,2024-01-13,T001,AutoZen Atocha,Madrid,C0054,V00061,M006,Pablo,No
2002806,2024-01-12,2024-01-13,T004,AutoZen Triana,Sevilla,C0483,V00526,M003,Nuria,Sí
2002807,2024-01-13,2024-01-13,T004,AutoZen Triana,Sevilla,C0577,V00633,M002,Sara,Sí
2002808,2024-01-13,2024-01-14,T003,AutoZen Mar,Valencia,C0864,V00948,M002,Sara,No
2002809,2024-01-13,2024-01-13,T003,AutoZen Mar,Valencia,C0709,V00779,M002,Sara,No
2002810,2024-01-14,2024-01-14,T004,AutoZen Triana,Sevilla,C0884,V00970,M001,Luis,No
2002811,2024-01-15,2024-01-15,T004,AutoZen Triana,Sevilla,C0127,V00141,M005,Irene,No
2002812,2024-01-15,2024-01-15,T004,AutoZen Triana,Sevilla,C0471,V00514,M003,Nuria,No
2002813,2024-01-15,2024-01-16,T003,AutoZen Mar,Valencia,C0351,V00378,M005,Irene,No
2002814,2024-01-15,2024-01-15,T002,AutoZen Norte,Madrid,C0206,V00231,M005,Irene,No
2002815,2024-01-15,2024-01-16,T001,AutoZen Atocha,Madrid,C0402,V00436,M001,Luis,No
2002816,2024-01-15,2024-01-15,T004,AutoZen Triana,Sevilla,C0729,V00802,M005,Irene,No
2002817,2024-01-15,2024-01-16,T004,AutoZen Triana,Sevilla,C0698,V00764,M004,Leo,No
2002818,2024-01-15,2024-01-16,T001,AutoZen Atocha,Madrid,C0370,V00399,M002,Sara,No
2002819,2024-01-16,2024-01-16,T002,AutoZen Norte,Madrid,C0683,V00750,M001,Luis,No
2002820,2024-01-16,2024-01-16,T001,AutoZen Atocha,Madrid,C0503,V00549,M001,Luis,No
2002821,2024-01-17,2024-01-18,T002,AutoZen Norte,Madrid,C0563,V00618,M002,Sara,No
2002822,2024-01-17,2024-01-17,T002,AutoZen Norte,Madrid,C0837,V00918,M005,Irene,No
2002823,2024-01-17,2024-01-18,T002,AutoZen Norte,Madrid,C0129,V00143,M004,Leo,No
2002824,2024-01-17,2024-01-17,T003,AutoZen Mar,Valencia,C0734,V00807,M005,Irene,No
2002825,2024-01-17,2024-01-18,T003,AutoZen Mar,Valencia,C0436,V00472,M002,Sara,No
2002826,2024-01-17,2024-01-17,T004,AutoZen Triana,Sevilla,C0305,V00331,M002,Sara,No
2002827,2024-01-17,2024-01-17,T003,AutoZen Mar,Valencia,C0842,V00924,M001,Luis,No
2002828,2024-01-17,2024-01-17,T001,AutoZen Atocha,Madrid,C0872,V00958,M001,Luis,No
2002829,2024-01-17,2024-01-17,T004,AutoZen Triana,Sevilla,C0522,V00573,M002,Sara,No
2002830,2024-01-17,2024-01-17,T001,AutoZen Atocha,Madrid,C0412,V00447,M004,Leo,No
2002831,2024-01-17,2024-01-17,T001,AutoZen Atocha,Madrid,C0792,V00865,M003,Nuria,No
2002832,2024-01-17,2024-01-17,T002,AutoZen Norte,Madrid,C0285,V00313,M006,Pablo,No
2002833,2024-01-17,2024-01-17,T001,AutoZen Atocha,Madrid,C0824,V00902,M006,Pablo,No
2002834,2024-01-18,2024-01-18,T003,AutoZen Mar,Valencia,C0459,V00500,M005,Irene,No
2002835,2024-01-18,2024-01-18,T001,AutoZen Atocha,Madrid,C0742,V00815,M005,Irene,No
2002836,2024-01-18,2024-01-19,T001,AutoZen Atocha,Madrid,C0283,V00310,M002,Sara,No
2002837,2024-01-18,2024-01-20,T003,AutoZen Mar,Valencia,C0229,V00256,M003,Nuria,No
2002838,2024-01-18,2024-01-20,T002,AutoZen Norte,Madrid,C0092,V00099,M003,Nuria,No
2002839,2024-01-18,2024-01-20,T004,AutoZen Triana,Sevilla,C0519,V00570,M003,Nuria,No
2002840,2024-01-18,2024-01-19,T002,AutoZen Norte,Madrid,C0394,V00426,M004,Leo,No
2002841,2024-01-19,2024-01-19,T002,AutoZen Norte,Madrid,C0602,V00663,M001,Luis,No
2002842,2024-01-19,2024-01-20,T001,AutoZen Atocha,Madrid,C0632,V00696,M001,Luis,No
2002843,2024-01-19,2024-01-19,T002,AutoZen Norte,Madrid,C0580,V00637,M002,Sara,No
2002844,2024-01-19,2024-01-19,T004,AutoZen Triana,Sevilla,C0154,V00172,M003,Nuria,Sí
2002845,2024-01-19,2024-01-19,T001,AutoZen Atocha,Madrid,C0587,V00647,M003,Nuria,No
2002846,2024-01-19,2024-01-19,T004,AutoZen Triana,Sevilla,C0805,V00882,M003,Nuria,Sí
2002847,2024-01-20,2024-01-20,T003,AutoZen Mar,Valencia,C0838,V00919,M002,Sara,No
2002848,2024-01-20,2024-01-21,T002,AutoZen Norte,Madrid,C0145,V00165,M005,Irene,No
2002849,2024-01-20,2024-01-21,T004,AutoZen Triana,Sevilla,C0900,V00988,M003,Nuria,Sí
2002850,2024-01-20,2024-01-20,T002,AutoZen Norte,Madrid,C0141,V00161,M004,Leo,Sí
2002851,2024-01-20,2024-01-20,T003,AutoZen Mar,Valencia,C0805,V00882,M002,Sara,No
2002852,2024-01-20,2024-01-20,T002,AutoZen Norte,Madrid,C0461,V00502,M003,Nuria,No
2002853,2024-01-20,2024-01-20,T002,AutoZen Norte,Madrid,C0478,V00520,M004,Leo,No
2002854,2024-01-20,2024-01-21,T004,AutoZen Triana,Sevilla,C0614,V00674,M003,Nuria,No
2002855,2024-01-20,2024-01-21,T003,AutoZen Mar,Valencia,C0296,V00322,M005,Irene,No
2002856,2024-01-20,2024-01-22,T001,AutoZen Atocha,Madrid,C0406,V00440,M002,Sara,No
2002857,2024-01-20,2024-01-20,T003,AutoZen Mar,Valencia,C0401,V00435,M005,Irene,No
2002858,2024-01-20,2024-01-21,T003,AutoZen Mar,Valencia,C0717,V00789,M001,Luis,No
2002859,2024-01-20,2024-01-21,T004,AutoZen Triana,Sevilla,C0573,V00629,M005,Irene,No
2002860,2024-01-20,2024-01-20,T001,AutoZen Atocha,Madrid,C0528,V00580,M003,Nuria,No
2002861,2024-01-22,2024-01-23,T002,AutoZen Norte,Madrid,C0628,V00691,M004,Leo,No
2002862,2024-01-22,2024-01-22,T001,AutoZen Atocha,Madrid,C0597,V00658,M001,Luis,No
2002863,2024-01-22,2024-01-23,T002,AutoZen Norte,Madrid,C0774,V00848,M006,Pablo,No
2002864,2024-01-22,2024-01-22,T002,AutoZen Norte,Madrid,C0175,V00194,M003,Nuria,No
2002865,2024-01-22,2024-01-23,T004,AutoZen Triana,Sevilla,C0582,V00640,M002,Sara,No
2002866,2024-01-22,2024-01-24,T004,AutoZen Triana,Sevilla,C0699,V00766,M006,Pablo,No
2002867,2024-01-22,2024-01-22,T001,AutoZen Atocha,Madrid,C0186,V00208,M005,Irene,Sí
2002868,2024-01-22,2024-01-23,T002,AutoZen Norte,Madrid,C0253,V00283,M001,Luis,No
2002869,2024-01-22,2024-01-22,T001,AutoZen Atocha,Madrid,C0842,V00924,M006,Pablo,No
2002870,2024-01-22,2024-01-22,T002,AutoZen Norte,Madrid,C0457,V00497,M001,Luis,No
2002871,2024-01-22,2024-01-24,T003,AutoZen Mar,Valencia,C0819,V00896,M005,Irene,No
2002872,2024-01-23,2024-01-24,T002,AutoZen Norte,Madrid,C0672,V00736,M004,Leo,No
2002873,2024-01-23,2024-01-23,T003,AutoZen Mar,Valencia,C0502,V00548,M006,Pablo,Sí
2002874,2024-01-23,2024-01-23,T002,AutoZen Norte,Madrid,C0507,V00554,M001,Luis,No
2002875,2024-01-23,2024-01-23,T002,AutoZen Norte,Madrid,C0357,V00385,M005,Irene,No
2002876,2024-01-23,2024-01-24,T002,AutoZen Norte,Madrid,C0591,V00651,M003,Nuria,No
2002877,2024-01-23,2024-01-24,T003,AutoZen Mar,Valencia,C0089,V00095,M003,Nuria,No
2002878,2024-01-23,2024-01-23,T003,AutoZen Mar,Valencia,C0822,V00901,M005,Irene,No
2002879,2024-01-23,2024-01-23,T004,AutoZen Triana,Sevilla,C0019,V00023,M005,Irene,No
2002880,2024-01-23,2024-01-24,T001,AutoZen Atocha,Madrid,C0427,V00463,M002,Sara,No
2002881,2024-01-23,2024-01-23,T004,AutoZen Triana,Sevilla,C0647,V00710,M002,Sara,No
2002882,2024-01-23,2024-01-23,T002,AutoZen Norte,Madrid,C0632,V00696,M002,Sara,No
2002883,2024-01-23,2024-01-23,T002,AutoZen Norte,Madrid,C0374,V00405,M005,Irene,No
2002884,2024-01-23,2024-01-24,T001,AutoZen Atocha,Madrid,C0888,V00974,M004,Leo,No
2002885,2024-01-23,2024-01-24,T004,AutoZen Triana,Sevilla,C0819,V00896,M003,Nuria,No
2002886,2024-01-24,2024-01-25,T004,AutoZen Triana,Sevilla,C0361,V00391,M001,Luis,No
2002887,2024-01-24,2024-01-24,T004,AutoZen Triana,Sevilla,C0058,V00066,M001,Luis,No
2002888,2024-01-24,2024-01-25,T004,AutoZen Triana,Sevilla,C0138,V00157,M005,Irene,Sí
2002889,2024-01-24,2024-01-25,T004,AutoZen Triana,Sevilla,C0079,V00086,M004,Leo,No
2002890,2024-01-24,2024-01-25,T003,AutoZen Mar,Valencia,C0239,V00266,M005,Irene,No
2002891,2024-01-24,2024-01-26,T004,AutoZen Triana,Sevilla,C0309,V00334,M006,Pablo,No
2002892,2024-01-24,2024-01-26,T001,AutoZen Atocha,Madrid,C0720,V00792,M004,Leo,No
2002893,2024-01-24,2024-01-24,T001,AutoZen Atocha,Madrid,C0547,V00600,M004,Leo,Sí
2002894,2024-01-25,2024-01-25,T002,AutoZen Norte,Madrid,C0835,V00915,M006,Pablo,No
2002895,2024-01-25,2024-01-25,T002,AutoZen Norte,Madrid,C0248,V00277,M003,Nuria,No
2002896,2024-01-25,2024-01-26,T002,AutoZen Norte,Madrid,C0588,V00648,M001,Luis,No
2002897,2024-01-25,2024-01-27,T004,AutoZen Triana,Sevilla,C0016,V00019,M002,Sara,No
2002898,2024-01-25,2024-01-25,T002,AutoZen Norte,Madrid,C0118,V00129,M001,Luis,No
2002899,2024-01-25,2024-01-25,T001,AutoZen Atocha,Madrid,C0160,V00179,M004,Leo,No
2002900,2024-01-25,2024-01-26,T004,AutoZen Triana,Sevilla,C0242,V00271,M006,Pablo,No
2002901,2024-01-25,2024-01-26,T001,AutoZen Atocha,Madrid,C0503,V00549,M005,Irene,No
2002902,2024-01-25,2024-01-25,T003,AutoZen Mar,Valencia,C0754,V00827,M005,Irene,No
2002903,2024-01-26,2024-01-26,T003,AutoZen Mar,Valencia,C0178,V00197,M004,Leo,No
2002904,2024-01-26,2024-01-26,T001,AutoZen Atocha,Madrid,C0424,V00460,M004,Leo,No
2002905,2024-01-26,2024-01-26,T002,AutoZen Norte,Madrid,C0283,V00310,M005,Irene,No
2002906,2024-01-26,2024-01-26,T002,AutoZen Norte,Madrid,C0179,V00198,M003,Nuria,No
2002907,2024-01-26,2024-01-27,T001,AutoZen Atocha,Madrid,C0626,V00689,M001,Luis,Sí
2002908,2024-01-26,2024-01-26,T003,AutoZen Mar,Valencia,C0868,V00952,M001,Luis,No
2002909,2024-01-26,2024-01-26,T003,AutoZen Mar,Valencia,C0832,V00911,M001,Luis,No
2002910,2024-01-27,2024-01-27,T001,AutoZen Atocha,Madrid,C0077,V00084,M001,Luis,No
2002911,2024-01-27,2024-01-29,T001,AutoZen Atocha,Madrid,C0300,V00326,M004,Leo,No
2002912,2024-01-27,2024-01-29,T004,AutoZen Triana,Sevilla,C0122,V00135,M002,Sara,No
2002913,2024-01-27,2024-01-27,T002,AutoZen Norte,Madrid,C0256,V00287,M002,Sara,Sí
2002914,2024-01-27,2024-01-27,T001,AutoZen Atocha,Madrid,C0425,V00461,M006,Pablo,No
2002915,2024-01-27,2024-01-27,T002,AutoZen Norte,Madrid,C0648,V00712,M002,Sara,No
2002916,2024-01-27,2024-01-29,T004,AutoZen Triana,Sevilla,C0434,V00470,M002,Sara,No
2002917,2024-01-27,2024-01-27,T003,AutoZen Mar,Valencia,C0249,V00278,M006,Pablo,No
2002918,2024-01-27,2024-01-29,T001,AutoZen Atocha,Madrid,C0518,V00569,M003,Nuria,No
2002919,2024-01-27,2024-01-29,T002,AutoZen Norte,Madrid,C0750,V00824,M006,Pablo,No
2002920,2024-01-27,2024-01-28,T002,AutoZen Norte,Madrid,C0532,V00584,M005,Irene,No
2002921,2024-01-28,2024-01-28,T003,AutoZen Mar,Valencia,C0275,V00303,M001,Luis,No
2002922,2024-01-28,2024-01-28,T004,AutoZen Triana,Sevilla,C0557,V00611,M005,Irene,No
2002923,2024-01-29,2024-01-29,T003,AutoZen Mar,Valencia,C0310,V00335,M004,Leo,No
2002924,2024-01-29,2024-01-30,T004,AutoZen Triana,Sevilla,C0830,V00909,M001,Luis,No
2002925,2024-01-29,2024-01-30,T003,AutoZen Mar,Valencia,C0642,V00706,M005,Irene,No
2002926,2024-01-29,2024-01-29,T001,AutoZen Atocha,Madrid,C0438,V00475,M004,Leo,No
2002927,2024-01-29,2024-01-29,T002,AutoZen Norte,Madrid,C0130,V00145,M001,Luis,No
2002928,2024-01-29,2024-01-30,T002,AutoZen Norte,Madrid,C0620,V00682,M003,Nuria,No
2002929,2024-01-29,2024-01-29,T001,AutoZen Atocha,Madrid,C0827,V00905,M004,Leo,No
2002930,2024-01-29,2024-01-29,T004,AutoZen Triana,Sevilla,C0328,V00353,M003,Nuria,No
2002931,2024-01-30,2024-01-31,T004,AutoZen Triana,Sevilla,C0477,V00519,M002,Sara,No
2002932,2024-01-30,2024-01-30,T002,AutoZen Norte,Madrid,C0883,V00968,M001,Luis,No
2002933,2024-01-30,2024-01-31,T004,AutoZen Triana,Sevilla,C0103,V00112,M003,Nuria,No
2002934,2024-01-30,2024-01-31,T003,AutoZen Mar,Valencia,C0446,V00485,M001,Luis,No
2002935,2024-01-30,2024-01-30,T003,AutoZen Mar,Valencia,C0064,V00072,M005,Irene,Sí
2002936,2024-01-30,2024-01-30,T004,AutoZen Triana,Sevilla,C0158,V00176,M006,Pablo,Sí
2002937,2024-01-30,2024-01-31,T004,AutoZen Triana,Sevilla,C0427,V00464,M002,Sara,Sí
2002938,2024-01-30,2024-02-01,T001,AutoZen Atocha,Madrid,C0683,V00750,M002,Sara,No
2002939,2024-01-31,2024-02-01,T002,AutoZen Norte,Madrid,C0323,V00347,M001,Luis,No
2002940,2024-01-31,2024-01-31,T004,AutoZen Triana,Sevilla,C0240,V00268,M002,Sara,No
2002941,2024-01-31,2024-02-02,T001,AutoZen Atocha,Madrid,C0720,V00792,M006,Pablo,No
2002942,2024-01-31,2024-02-01,T003,AutoZen Mar,Valencia,C0515,V00565,M003,Nuria,No
2002943,2024-01-31,2024-02-01,T004,AutoZen Triana,Sevilla,C0750,V00824,M002,Sara,Sí
2002944,2024-01-31,2024-01-31,T001,AutoZen Atocha,Madrid,C0799,V00876,M003,Nuria,No
2002945,2024-01-31,2024-01-31,T002,AutoZen Norte,Madrid,C0806,V00884,M003,Nuria,No
2002946,2024-01-31,2024-02-02,T004,AutoZen Triana,Sevilla,C0793,V00866,M003,Nuria,No
