ReservaID,LineaID,HotelID,HotelNombre,DestinoID,PaisDestino,CiudadDestino,Regimen,Noches,Viajeros,PrecioNoche
3001529,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Media pensión,3,3,78.75
3001530,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Desayuno,7,3,85.5
3001531,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,7,2,154.35
3001532,1,H0009,Aureo París 1,D004,Francia,París,Desayuno,6,4,94.5
3001533,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,4,1,118.75
3001534,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Solo alojamiento,3,3,89.78
3001535,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,4,1,83.12
3001536,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Pensión completa,3,1,63.0
3001537,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,4,3,115.5
3001538,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,3,1,77.17
3001539,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Solo alojamiento,4,1,64.12
3001540,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,4,2,109.72
3001541,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Solo alojamiento,4,2,112.81
3001542,1,H0031,Aureo Valencia 3,D011,España,Valencia,Solo alojamiento,3,2,63.0
3001543,1,H0029,Sakura Valencia 1,D011,España,Valencia,Solo alojamiento,5,2,91.88
3001544,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,5,1,73.5
3001545,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Desayuno,2,3,64.12
3001546,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Desayuno,3,1,89.78
3001547,1,H0030,Atlas Valencia 2,D011,España,Valencia,Desayuno,7,1,77.17
3001548,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Pensión completa,3,3,77.17
3001549,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,7,1,111.15
3001550,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,4,2,69.83
3001551,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Media pensión,2,1,115.5
3001552,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Media pensión,5,2,162.5
3001553,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Desayuno,4,2,104.74
3001554,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,3,4,124.69
3001555,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,2,2,91.88
3001556,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,6,4,99.75
3001557,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Media pensión,2,2,119.7
3001558,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,4,3,99.75
3001559,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Desayuno,4,2,78.75
3001560,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Solo alojamiento,3,1,67.5
3001561,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,4,1,99.75
3001562,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,6,1,183.75
3001563,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,4,1,87.5
3001564,1,H0031,Aureo Valencia 3,D011,España,Valencia,Pensión completa,3,1,63.0
3001565,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Desayuno,3,1,85.5
3001566,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Solo alojamiento,2,1,85.5
3001567,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Pensión completa,3,4,66.15
3001568,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Media pensión,5,2,63.0
3001569,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,6,2,121.28
3001570,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Pensión completa,3,1,91.88
3001571,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Desayuno,2,4,83.12
3001572,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Desayuno,6,1,129.67
3001573,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Desayuno,4,2,121.28
3001574,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Pensión completa,5,1,85.5
3001575,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Desayuno,4,2,89.78
3001576,1,H0003,Atlas Roma 3,D001,Italia,Roma,Media pensión,5,1,94.76
3001577,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Desayuno,2,1,94.76
3001578,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,3,1,109.72
3001579,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Media pensión,3,2,82.69
3001580,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,2,4,99.75
3001581,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Solo alojamiento,4,4,99.75
3001582,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Pensión completa,4,1,83.12
3001583,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Pensión completa,2,4,99.75
3001584,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Pensión completa,4,2,85.5
3001585,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Pensión completa,4,1,170.62
3001586,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,4,1,78.75
3001587,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Pensión completa,3,1,129.67
3001588,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,4,1,104.74
3001589,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,4,2,63.0
3001590,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,4,3,89.78
3001591,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Desayuno,2,3,74.81
3001592,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Media pensión,5,2,109.72
3001593,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Solo alojamiento,3,1,78.75
3001594,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,6,1,154.35
3001595,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Solo alojamiento,2,2,136.5
3001596,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,3,1,99.0
3001597,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Pensión completa,4,2,78.75
3001598,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Desayuno,2,2,129.67
3001599,1,H0002,Sakura Roma 2,D001,Italia,Roma,Media pensión,7,2,99.75
3001600,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,4,1,115.5
3001601,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Pensión completa,4,2,119.7
3001602,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Solo alojamiento,6,2,104.74
3001603,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Solo alojamiento,7,1,118.75
3001604,1,H0010,Sakura París 2,D004,Francia,París,Solo alojamiento,3,1,89.77
3001605,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Pensión completa,3,2,175.0
3001606,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,2,2,85.5
3001607,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Solo alojamiento,5,1,85.5
3001608,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Media pensión,2,2,87.5
3001609,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,2,1,66.15
3001610,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Media pensión,5,1,126.0
3001611,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Solo alojamiento,6,2,118.75
3001612,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Pensión completa,7,2,99.75
3001613,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Desayuno,7,1,118.75
3001614,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Solo alojamiento,2,1,85.5
3001615,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Solo alojamiento,7,3,126.0
3001616,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,5,2,126.0
3001617,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Media pensión,3,2,67.5
3001618,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,4,3,73.5
3001619,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,7,1,112.81
3001620,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,6,1,132.3
3001621,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,4,3,83.12
3001622,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,3,1,94.76
3001623,1,H0011,Duomo París 3,D004,Francia,París,Solo alojamiento,6,2,110.25
3001624,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Solo alojamiento,2,2,67.5
3001625,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,3,1,122.85
3001626,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Desayuno,2,2,99.75
3001627,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Pensión completa,3,1,175.0
3001628,1,H0011,Duomo París 3,D004,Francia,París,Pensión completa,5,1,110.25
3001629,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,4,2,117.0
3001630,1,H0010,Sakura París 2,D004,Francia,París,Media pensión,6,2,89.77
3001631,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,2,1,111.15
3001632,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Desayuno,4,1,87.5
3001633,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,4,1,118.75
3001634,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Pensión completa,6,2,82.69
3001635,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Pensión completa,4,2,89.78
3001636,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Pensión completa,4,2,121.28
3001637,1,H0001,CityStay Roma 1,D001,Italia,Roma,Desayuno,5,2,104.74
3001638,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Pensión completa,3,2,118.75
3001639,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Desayuno,6,1,115.5
3001640,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,3,2,122.85
3001641,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Media pensión,7,2,74.81
3001642,1,H0003,Atlas Roma 3,D001,Italia,Roma,Desayuno,4,2,94.76
3001643,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Solo alojamiento,5,1,67.5
3001644,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,4,2,83.12
3001645,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Pensión completa,3,2,118.75
3001646,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,4,2,147.0
3001647,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Pensión completa,5,2,67.5
3001648,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,5,2,99.75
3001649,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,3,2,69.83
3001650,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Media pensión,2,3,81.22
3001651,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Solo alojamiento,5,2,118.75
3001652,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Media pensión,2,2,115.5
3001653,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,3,2,77.17
3001654,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Desayuno,4,1,74.81
3001655,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Desayuno,2,1,117.0
3001656,1,H0001,CityStay Roma 1,D001,Italia,Roma,Media pensión,6,2,99.75
3001657,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Desayuno,6,2,64.12
3001658,1,H0029,Sakura Valencia 1,D011,España,Valencia,Pensión completa,5,2,91.88
3001659,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Pensión completa,4,1,115.5
3001660,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Solo alojamiento,7,2,67.5
3001661,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,4,4,118.75
3001662,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Pensión completa,2,2,112.81
3001663,1,H0002,Sakura Roma 2,D001,Italia,Roma,Solo alojamiento,2,2,104.74
3001664,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Media pensión,5,2,124.69
3001665,1,H0003,Atlas Roma 3,D001,Italia,Roma,Desayuno,7,1,99.75
3001666,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,5,2,73.5
3001667,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Pensión completa,4,2,94.76
3001668,1,H0001,CityStay Roma 1,D001,Italia,Roma,Solo alojamiento,5,1,99.75
3001669,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,4,2,77.17
3001670,1,H0009,Aureo París 1,D004,Francia,París,Solo alojamiento,7,3,94.5
3001671,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,7,2,117.0
3001672,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Media pensión,7,2,104.74
3001673,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Pensión completa,5,2,82.69
3001674,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,6,2,112.81
3001675,1,H0001,CityStay Roma 1,D001,Italia,Roma,Solo alojamiento,3,3,94.76
3001676,1,H0002,Sakura Roma 2,D001,Italia,Roma,Solo alojamiento,3,2,99.75
3001677,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,5,2,118.75
3001678,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Pensión completa,2,2,81.22
3001679,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,3,4,87.5
3001680,1,H0029,Sakura Valencia 1,D011,España,Valencia,Pensión completa,6,2,87.5
3001681,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,3,1,94.05
3001682,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,3,2,83.12
3001683,1,H0011,Duomo París 3,D004,Francia,París,Media pensión,3,1,115.76
3001684,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,3,3,69.83
3001685,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Pensión completa,5,2,121.28
3001686,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,3,4,91.88
3001687,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Solo alojamiento,2,1,115.5
3001688,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Solo alojamiento,5,4,117.0
3001689,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Media pensión,6,2,111.15
3001690,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,7,1,99.75
3001691,1,H0002,Sakura Roma 2,D001,Italia,Roma,Solo alojamiento,2,2,94.76
3001692,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Pensión completa,6,2,132.3
3001693,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Pensión completa,4,2,91.88
3001694,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Pensión completa,4,2,115.5
3001695,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Pensión completa,3,2,73.5
3001696,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,5,2,183.75
3001697,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Solo alojamiento,2,2,111.15
3001698,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Solo alojamiento,5,2,91.88
3001699,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,3,2,103.95
3001700,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Media pensión,4,2,104.74
3001701,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,4,2,111.15
3001702,1,H0002,Sakura Roma 2,D001,Italia,Roma,Media pensión,7,2,104.74
3001703,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Desayuno,4,4,115.5
3001704,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Media pensión,3,2,85.5
3001705,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Media pensión,7,3,99.75
3001706,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,3,3,115.5
3001707,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,4,2,121.28
3001708,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Desayuno,3,2,104.74
3001709,1,H0001,CityStay Roma 1,D001,Italia,Roma,Solo alojamiento,5,2,99.75
3001710,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,2,2,111.15
3001711,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,2,2,77.17
3001712,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,5,1,115.5
3001713,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Solo alojamiento,4,3,70.88
3001714,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,3,1,162.5
3001715,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,6,2,91.88
3001716,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Solo alojamiento,3,2,119.7
3001717,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,7,1,162.5
3001718,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,4,2,175.0
3001719,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,7,1,136.5
3001720,1,H0029,Sakura Valencia 1,D011,España,Valencia,Pensión completa,2,1,87.5
3001721,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Pensión completa,3,1,78.75
3001722,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,7,2,183.75
3001723,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Media pensión,2,1,78.75
3001724,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Solo alojamiento,5,2,82.69
3001725,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,4,4,69.83
3001726,1,H0029,Sakura Valencia 1,D011,España,Valencia,Solo alojamiento,2,2,87.5
3001727,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Desayuno,3,1,122.85
3001728,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Pensión completa,3,1,117.0
3001729,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,4,1,175.0
3001730,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,4,2,99.75
3001731,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,6,2,129.67
3001732,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Solo alojamiento,2,1,91.88
3001733,1,H0010,Sakura París 2,D004,Francia,París,Solo alojamiento,3,2,99.23
3001734,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,4,2,99.75
3001735,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Solo alojamiento,5,2,109.72
3001736,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,2,2,119.7
3001737,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Pensión completa,7,2,175.0
3001738,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Solo alojamiento,6,2,147.0
3001739,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,3,2,99.75
3001740,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,4,4,94.76
3001741,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Desayuno,5,2,85.5
3001742,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Solo alojamiento,2,2,104.74
3001743,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,2,1,73.5
3001744,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Media pensión,5,1,126.0
3001745,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Solo alojamiento,5,2,99.75
3001746,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Desayuno,3,3,91.88
3001747,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,5,2,94.76
3001748,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,4,3,117.0
3001749,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Pensión completa,3,2,147.0
3001750,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Desayuno,5,3,117.0
3001751,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,3,2,94.76
3001752,1,H0001,CityStay Roma 1,D001,Italia,Roma,Media pensión,2,1,99.75
3001753,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,3,2,99.23
3001754,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Media pensión,2,1,85.5
3001755,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Pensión completa,4,3,82.69
3001756,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,4,2,77.17
3001757,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,7,2,89.78
3001758,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,5,3,77.17
3001759,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Media pensión,5,3,81.22
3001760,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Pensión completa,7,2,91.88
3001761,1,H0029,Sakura Valencia 1,D011,España,Valencia,Desayuno,5,1,87.5
3001762,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Pensión completa,2,1,175.0
3001763,1,H0010,Sakura París 2,D004,Francia,París,Media pensión,5,2,99.23
3001764,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Media pensión,3,1,94.05
3001765,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Media pensión,5,1,70.88
3001766,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Media pensión,5,1,154.38
3001767,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,3,4,89.77
3001768,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Media pensión,5,1,99.75
3001769,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Pensión completa,4,1,85.5
3001770,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,2,1,81.22
3001771,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,4,2,89.78
3001772,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Solo alojamiento,3,1,112.81
3001773,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,5,1,104.74
3001774,1,H0011,Duomo París 3,D004,Francia,París,Desayuno,4,1,110.25
3001775,1,H0010,Sakura París 2,D004,Francia,París,Media pensión,4,2,89.77
3001776,1,H0009,Aureo París 1,D004,Francia,París,Solo alojamiento,3,3,94.5
3001777,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Media pensión,3,4,99.75
3001778,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,3,1,63.0
3001779,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Pensión completa,6,1,117.0
3001780,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,4,1,104.74
3001781,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Media pensión,5,1,67.5
3001782,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,5,2,119.7
3001783,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,3,1,115.5
3001784,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,3,4,99.0
3001785,1,H0011,Duomo París 3,D004,Francia,París,Pensión completa,3,1,110.25
3001786,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Media pensión,4,2,85.5
3001787,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,3,1,99.75
3001788,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,6,3,99.75
3001789,1,H0031,Aureo Valencia 3,D011,España,Valencia,Desayuno,3,1,59.85
3001790,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Desayuno,6,2,126.0
3001791,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,7,2,78.75
3001792,1,H0010,Sakura París 2,D004,Francia,París,Desayuno,2,2,94.5
3001793,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Media pensión,3,2,82.69
3001794,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,2,2,154.35
3001795,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Pensión completa,6,2,136.5
3001796,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Media pensión,2,2,94.76
3001797,1,H0010,Sakura París 2,D004,Francia,París,Desayuno,2,2,89.77
3001798,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Pensión completa,5,2,81.22
3001799,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,4,2,78.75
3001800,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,5,3,59.85
3001801,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Desayuno,3,1,81.22
3001802,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Media pensión,5,1,78.75
3001803,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Media pensión,3,2,87.5
3001804,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Desayuno,5,1,81.22
3001805,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Pensión completa,4,1,99.75
3001806,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,7,4,136.5
3001807,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Desayuno,5,1,81.22
3001808,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Desayuno,7,2,147.0
3001809,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,5,2,117.0
3001810,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Desayuno,3,2,99.75
3001811,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Desayuno,3,4,99.0
3001812,1,H0011,Duomo París 3,D004,Francia,París,Solo alojamiento,4,1,115.76
3001813,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Pensión completa,3,2,119.7
3001814,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,4,2,66.15
3001815,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,7,1,117.0
3001816,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,3,1,82.69
3001817,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,3,2,83.12
