PedidoID,LineaID,SKU,ProductoNombre,Categoria,Marca,Talla,Color,Unidades,PrecioUnit,IVAPct
1001010,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Gris,1,12.99,0.21
1001011,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Azul,1,18.99,0.21
1001012,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XS,Verde,3,42.74,0.21
1001012,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Azul,1,73.49,0.21
1001012,3,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XL,Verde,3,14.24,0.21
1001013,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XL,Azul,1,44.99,0.21
1001013,2,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,L,Negro,1,39.99,0.21
1001014,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XL,Rojo,1,44.99,0.21
1001015,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Negro,1,42.74,0.21
1001016,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,M,Gris,1,47.24,0.21
1001016,2,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,39,Beige,1,59.99,0.21
1001017,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Verde,1,13.64,0.21
1001018,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,S,Rojo,1,37.99,0.21
1001018,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Blanco,1,12.99,0.21
1001019,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Rojo,1,23.74,0.21
1001019,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,43,Azul,1,79.99,0.21
1001020,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XS,Azul,1,37.99,0.21
1001021,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Gris,1,20.99,0.21
1001021,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Gris,1,42.74,0.21
1001021,3,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Azul,1,23.74,0.21
1001021,4,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Gris,1,79.99,0.21
1001022,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,42,Beige,3,79.99,0.21
1001022,2,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XS,Verde,1,37.99,0.21
1001022,3,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Verde,1,23.74,0.21
1001023,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,44,Blanco,1,59.99,0.21
1001024,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,M,Azul,1,14.24,0.21
1001025,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Negro,1,18.99,0.21
1001025,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Azul,1,47.24,0.21
1001026,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Gris,1,44.99,0.21
1001027,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,L,Rojo,1,15.74,0.21
1001027,2,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Verde,1,19.99,0.21
1001028,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Blanco,3,12.34,0.21
1001029,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XS,Blanco,1,44.99,0.21
1001029,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Rojo,1,12.99,0.21
1001030,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Verde,1,12.99,0.21
1001030,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,43,Gris,1,83.99,0.21
1001030,3,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Rojo,1,24.99,0.21
1001031,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XS,Negro,1,44.99,0.21
1001032,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,41,Azul,1,56.99,0.21
1001032,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XS,Negro,1,44.99,0.21
1001032,3,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Blanco,1,24.99,0.21
1001033,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,XL,Verde,1,66.49,0.21
1001034,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,M,Rojo,1,14.99,0.21
1001035,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,43,Verde,1,59.99,0.21
1001035,2,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,S,Rojo,1,19.99,0.21
1001035,3,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Blanco,1,47.24,0.21
1001036,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Verde,1,20.99,0.21
1001036,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Rojo,1,12.34,0.21
1001036,3,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XS,Rojo,1,39.99,0.21
1001037,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Blanco,1,18.99,0.21
1001037,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,L,Gris,1,15.74,0.21
1001038,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,44,Azul,1,75.99,0.21
1001038,2,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,39,Rojo,1,59.99,0.21
1001039,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Rojo,1,13.64,0.21
1001040,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,43,Azul,1,62.99,0.21
1001041,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,41,Blanco,1,79.99,0.21
1001041,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,M,Azul,1,47.24,0.21
1001042,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,M,Azul,1,42.74,0.21
1001042,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,1,12.34,0.21
1001043,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Azul,1,23.74,0.21
1001043,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Gris,1,44.99,0.21
1001044,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XL,Rojo,2,14.99,0.21
1001045,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Azul,1,12.34,0.21
1001045,2,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Blanco,2,26.24,0.21
1001045,3,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,41,Gris,1,62.99,0.21
1001045,4,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Blanco,1,73.49,0.21
1001046,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Verde,1,47.24,0.21
1001047,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Gris,1,24.99,0.21
1001048,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Blanco,1,44.99,0.21
1001049,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Blanco,1,83.99,0.21
1001050,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XL,Azul,1,47.24,0.21
1001050,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Azul,1,14.24,0.21
1001050,3,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,M,Blanco,1,39.99,0.21
1001051,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Beige,1,24.99,0.21
1001052,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,44,Beige,1,79.99,0.21
1001052,2,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,41,Beige,1,62.99,0.21
1001053,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,39,Negro,1,59.99,0.21
1001054,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XS,Negro,1,14.24,0.21
1001055,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,44,Beige,1,62.99,0.21
1001055,2,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XS,Gris,1,39.99,0.21
1001056,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Gris,2,19.99,0.21
1001057,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Beige,3,23.74,0.21
1001058,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,44,Blanco,1,56.99,0.21
1001058,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,43,Azul,1,79.99,0.21
1001059,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,39,Gris,1,62.99,0.21
1001060,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Rojo,1,12.99,0.21
1001060,2,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,S,Blanco,1,20.99,0.21
1001061,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,44,Verde,2,56.99,0.21
1001062,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Beige,2,13.64,0.21
1001063,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Azul,1,19.99,0.21
1001064,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Beige,1,79.99,0.21
1001065,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Azul,1,14.99,0.21
1001065,2,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,S,Gris,1,39.99,0.21
1001065,3,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,41,Azul,1,75.99,0.21
1001066,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,L,Beige,2,39.99,0.21
1001067,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Gris,1,24.99,0.21
1001067,2,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Gris,1,19.99,0.21
1001068,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,1,12.34,0.21
1001069,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,42,Rojo,1,59.99,0.21
1001069,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Azul,1,79.99,0.21
1001070,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Negro,2,83.99,0.21
1001071,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Azul,3,12.34,0.21
1001071,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XS,Negro,1,14.99,0.21
1001071,3,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Rojo,1,44.99,0.21
1001072,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XS,Negro,1,14.99,0.21
1001073,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XL,Rojo,1,39.99,0.21
1001073,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Verde,2,69.99,0.21
1001073,3,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,44,Verde,1,79.99,0.21
1001073,4,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,43,Negro,2,59.99,0.21
1001074,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Gris,1,44.99,0.21
1001074,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,M,Blanco,1,69.99,0.21
1001075,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,M,Azul,1,39.99,0.21
1001075,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Gris,3,12.99,0.21
1001075,3,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,44,Azul,1,79.99,0.21
1001075,4,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Verde,2,66.49,0.21
1001076,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XL,Beige,2,39.99,0.21
1001076,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Blanco,1,66.49,0.21
1001077,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XS,Verde,1,39.99,0.21
1001077,2,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Negro,2,26.24,0.21
1001077,3,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,M,Gris,2,73.49,0.21
1001078,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,41,Negro,1,56.99,0.21
1001079,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Blanco,3,44.99,0.21
1001079,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Gris,1,66.49,0.21
1001079,3,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,M,Azul,1,14.24,0.21
1001080,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Beige,1,24.99,0.21
1001081,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,3,13.64,0.21
1001081,2,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Beige,2,24.99,0.21
1001081,3,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,42,Verde,1,62.99,0.21
1001081,4,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,XL,Verde,1,18.99,0.21
1001082,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XS,Rojo,1,14.99,0.21
1001083,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,39,Blanco,1,62.99,0.21
1001084,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Beige,1,24.99,0.21
1001085,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Verde,2,69.99,0.21
1001086,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,1,12.99,0.21
1001086,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XS,Verde,1,15.74,0.21
1001086,3,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,42,Negro,1,79.99,0.21
1001087,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Negro,2,14.99,0.21
1001087,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Beige,2,66.49,0.21
1001088,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Azul,2,12.99,0.21
1001088,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,42,Verde,1,75.99,0.21
1001089,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Negro,1,24.99,0.21
1001089,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Gris,1,47.24,0.21
1001090,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Azul,2,66.49,0.21
1001090,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Verde,1,12.34,0.21
1001091,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,44,Rojo,1,59.99,0.21
1001091,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Negro,1,14.99,0.21
1001092,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Verde,1,12.99,0.21
1001093,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XL,Gris,1,14.24,0.21
1001094,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Beige,1,14.99,0.21
1001094,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Verde,1,69.99,0.21
1001094,3,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,L,Azul,1,39.99,0.21
1001095,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,M,Negro,1,73.49,0.21
1001096,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,44,Gris,1,79.99,0.21
1001096,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Rojo,1,73.49,0.21
1001096,3,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XS,Blanco,2,44.99,0.21
1001096,4,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Verde,1,19.99,0.21
1001097,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,XS,Blanco,2,66.49,0.21
1001098,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Verde,1,12.34,0.21
1001099,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Azul,1,24.99,0.21
1001099,2,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Azul,1,19.99,0.21
1001100,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,43,Verde,1,56.99,0.21
1001101,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,L,Verde,1,15.74,0.21
1001102,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Blanco,1,23.74,0.21
1001103,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Verde,1,12.99,0.21
1001103,2,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,40,Negro,1,59.99,0.21
1001103,3,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Verde,1,66.49,0.21
1001104,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Verde,1,23.74,0.21
1001104,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,44,Gris,3,83.99,0.21
1001104,3,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XS,Beige,1,44.99,0.21
1001105,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,M,Verde,2,14.24,0.21
1001105,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Verde,1,12.99,0.21
1001106,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Rojo,2,26.24,0.21
1001107,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Beige,1,69.99,0.21
1001108,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,43,Beige,1,79.99,0.21
1001109,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XL,Verde,1,14.24,0.21
1001109,2,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Azul,1,26.24,0.21
1001110,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,XS,Rojo,1,19.99,0.21
1001111,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Verde,1,73.49,0.21
1001112,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Azul,1,19.99,0.21
1001112,2,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Negro,1,23.74,0.21
1001112,3,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,1,12.99,0.21
1001113,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XL,Blanco,1,39.99,0.21
1001113,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Gris,1,69.99,0.21
1001113,3,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,M,Azul,2,44.99,0.21
1001114,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Beige,1,23.74,0.21
1001115,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Blanco,1,12.99,0.21
1001116,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Azul,1,73.49,0.21
1001117,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,S,Gris,1,18.99,0.21
1001117,2,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,L,Verde,1,41.99,0.21
1001118,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,41,Negro,1,75.99,0.21
1001119,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,S,Azul,1,18.99,0.21
1001119,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XS,Blanco,1,14.99,0.21
1001119,3,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Rojo,1,79.99,0.21
1001120,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Blanco,1,19.99,0.21
1001121,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Beige,1,12.99,0.21
1001122,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Beige,1,14.99,0.21
1001123,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Gris,1,42.74,0.21
1001124,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Beige,1,14.99,0.21
1001125,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Gris,1,44.99,0.21
1001126,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Beige,1,42.74,0.21
1001126,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Beige,1,14.99,0.21
1001126,3,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Rojo,1,19.99,0.21
1001127,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Blanco,1,19.99,0.21
1001128,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Gris,2,20.99,0.21
1001129,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Rojo,1,15.74,0.21
1001130,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Blanco,1,24.99,0.21
1001130,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Gris,1,79.99,0.21
1001130,3,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XL,Verde,1,42.74,0.21
1001131,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XL,Azul,1,47.24,0.21
1001132,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XL,Rojo,1,14.99,0.21
1001133,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Gris,1,12.99,0.21
1001133,2,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,42,Beige,1,59.99,0.21
1001134,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,44,Beige,2,59.99,0.21
1001134,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,M,Beige,1,14.99,0.21
1001134,3,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Blanco,1,12.99,0.21
1001135,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Beige,1,24.99,0.21
1001136,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,L,Gris,1,14.99,0.21
1001136,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Beige,2,44.99,0.21
1001137,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Azul,1,42.74,0.21
1001138,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Blanco,1,24.99,0.21
1001138,2,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,S,Verde,1,73.49,0.21
1001139,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,1,12.99,0.21
1001140,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Negro,2,18.99,0.21
1001141,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,40,Gris,1,83.99,0.21
1001142,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XL,Verde,1,44.99,0.21
1001143,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,XL,Gris,1,14.24,0.21
1001144,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XL,Gris,1,41.99,0.21
1001145,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,43,Rojo,1,83.99,0.21
1001146,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,2,12.99,0.21
1001147,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,S,Negro,2,19.99,0.21
1001148,1,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,S,Gris,1,14.24,0.21
1001148,2,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Blanco,1,12.34,0.21
1001148,3,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Gris,1,66.49,0.21
1001149,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Beige,1,12.99,0.21
1001150,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Negro,1,44.99,0.21
1001151,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,M,Verde,2,66.49,0.21
1001151,2,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,M,Verde,1,18.99,0.21
1001152,1,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,XL,Gris,2,39.99,0.21
1001153,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,43,Gris,2,79.99,0.21
1001153,2,NC-PT-020,Pantalón Chino,Ropa,Nord&Co,S,Beige,1,41.99,0.21
1001154,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,42,Rojo,1,79.99,0.21
1001154,2,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,XL,Verde,1,19.99,0.21
1001155,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Negro,1,12.34,0.21
1001156,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,L,Rojo,2,19.99,0.21
1001156,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,39,Blanco,1,83.99,0.21
1001157,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,L,Rojo,1,73.49,0.21
1001157,2,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Verde,2,23.74,0.21
1001157,3,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,42,Rojo,2,62.99,0.21
1001158,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Rojo,1,26.24,0.21
1001158,2,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,44,Verde,1,75.99,0.21
1001159,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XS,Azul,1,44.99,0.21
1001160,1,NC-SH-011,Zapatilla Runner,Calzado,Nord&Co,43,Verde,1,75.99,0.21
1001161,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,L,Verde,2,44.99,0.21
1001162,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,XL,Verde,1,69.99,0.21
1001162,2,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,XL,Azul,1,44.99,0.21
1001163,1,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Negro,1,26.24,0.21
1001164,1,NC-TS-002,Camiseta Premium,Ropa,Nord&Co,S,Azul,1,19.99,0.21
1001164,2,NC-AC-005,Cinturón Piel,Accesorios,Nord&Co,UN,Azul,1,23.74,0.21
1001164,3,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,40,Blanco,1,59.99,0.21
1001164,4,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,XL,Beige,1,69.99,0.21
1001165,1,NC-HD-003,Sudadera Hoodie,Ropa,Nord&Co,S,Rojo,1,44.99,0.21
1001166,1,NC-JK-050,Chaqueta Denim,Ropa,Nord&Co,XS,Beige,1,73.49,0.21
1001167,1,NC-AC-004,Gorra Classic,Accesorios,Nord&Co,UN,Rojo,1,13.64,0.21
1001167,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,L,Gris,1,15.74,0.21
1001168,1,NC-SH-010,Zapatilla Urban,Calzado,Nord&Co,44,Azul,1,59.99,0.21
1001168,2,NC-TS-001,Camiseta Básica,Ropa,Nord&Co,L,Negro,1,14.24,0.21
