EnvioID,FechaCreacion,FechaEntrega,ClienteID,OrigenCiudadID,DestinoCiudadID,ServicioID,EstadoID,TransportistaID,PesoKg,VolumenM3,Coste
15001855,2023-04-11,2023-04-13,CL0170,CI004,CI008,SV02,ST03,TR03,2.01,0.109,22.39
15001856,2023-04-11,2023-04-12,CL0366,CI010,CI011,SV02,ST02,TR02,6.43,0.117,41.54
15001857,2023-04-11,2023-04-13,CL0058,CI012,CI006,SV02,ST03,TR02,6.41,0.122,44.65
15001858,2023-04-11,2023-04-13,CL0129,CI012,CI009,SV02,ST04,TR03,4.33,0.273,70.65
15001859,2023-04-11,2023-04-16,CL0319,CI009,CI005,SV04,ST01,TR03,6.4,0.207,74.56
15001860,2023-04-11,2023-04-12,CL0207,CI002,CI004,SV01,ST05,TR04,2.14,0.083,16.52
15001861,2023-04-11,2023-04-13,CL0035,CI002,CI010,SV02,ST04,TR04,1.54,0.072,28.04
15001862,2023-04-11,2023-04-13,CL0024,CI004,CI003,SV01,ST03,TR04,10.15,0.189,37.31
15001863,2023-04-11,2023-04-12,CL0215,CI002,CI006,SV02,ST04,TR04,5.23,0.112,25.65
15001864,2023-04-11,2023-04-13,CL0082,CI011,CI011,SV02,ST04,TR01,3.01,0.063,17.77
15001865,2023-04-11,2023-04-13,CL0246,CI005,CI006,SV01,ST03,TR02,3.37,0.149,26.41
15001866,2023-04-11,2023-04-12,CL0135,CI008,CI009,SV02,ST01,TR01,3.97,0.184,53.04
15001867,2023-04-11,2023-04-14,CL0206,CI008,CI011,SV01,ST02,TR01,2.53,0.049,21.85
15001868,2023-04-11,2023-04-13,CL0290,CI007,CI003,SV02,ST04,TR02,4.41,0.125,26.47
15001869,2023-04-11,2023-04-15,CL0342,CI009,CI007,SV01,ST04,TR04,7.13,0.123,42.68
15001870,2023-04-11,2023-04-11,CL0245,CI002,CI009,SV03,ST04,TR01,5.05,0.099,42.45
15001871,2023-04-11,2023-04-13,CL0258,CI003,CI010,SV01,ST01,TR01,1.68,0.167,43.28
15001872,2023-04-11,2023-04-14,CL0352,CI012,CI013,SV01,ST03,TR03,3.56,0.085,31.76
15001873,2023-04-12,2023-04-14,CL0341,CI004,CI001,SV02,ST04,TR04,10.97,0.204,39.76
15001874,2023-04-12,2023-04-13,CL0075,CI004,CI012,SV02,ST03,TR02,2.27,0.071,28.9
15001875,2023-04-12,2023-04-15,CL0137,CI006,CI011,SV01,ST04,TR03,2.09,0.111,33.12
15001876,2023-04-12,2023-04-12,CL0214,CI009,CI008,SV03,ST04,TR04,1.92,0.065,35.33
15001877,2023-04-12,2023-04-15,CL0183,CI004,CI007,SV01,ST04,TR01,2.47,0.059,14.06
15001878,2023-04-12,2023-04-14,CL0136,CI008,CI003,SV02,ST01,TR04,4.88,0.191,34.81
15001879,2023-04-12,2023-04-14,CL0350,CI007,CI009,SV02,ST04,TR03,2.94,0.183,48.8
15001880,2023-04-12,2023-04-13,CL0277,CI004,CI007,SV02,ST05,TR02,2.02,0.115,23.12
15001881,2023-04-12,2023-04-14,CL0164,CI008,CI013,SV02,ST04,TR02,3.86,0.334,81.69
15001882,2023-04-12,2023-04-14,CL0022,CI010,CI001,SV01,ST04,TR03,0.63,0.207,51.92
15001883,2023-04-12,2023-04-15,CL0062,CI007,CI001,SV01,ST04,TR04,4.65,0.129,25.16
15001884,2023-04-12,2023-04-14,CL0200,CI013,CI004,SV02,ST04,TR01,4.29,0.199,56.39
15001885,2023-04-12,2023-04-13,CL0261,CI003,CI008,SV02,ST04,TR03,6.63,0.042,18.51
15001886,2023-04-12,2023-04-14,CL0331,CI012,CI008,SV02,ST04,TR04,2.59,0.067,27.16
15001887,2023-04-12,2023-04-12,CL0159,CI013,CI005,SV03,ST04,TR04,1.73,0.04,27.14
15001888,2023-04-12,2023-04-14,CL0219,CI011,CI001,SV01,ST04,TR01,2.5,0.073,26.42
15001889,2023-04-12,2023-04-13,CL0114,CI001,CI003,SV02,ST04,TR03,1.93,0.076,18.36
15001890,2023-04-12,2023-04-13,CL0097,CI007,CI008,SV03,ST04,TR03,3.47,0.08,24.22
15001891,2023-04-12,2023-04-13,CL0017,CI002,CI003,SV02,ST04,TR04,2.23,0.19,32.31
15001892,2023-04-12,2023-04-14,CL0309,CI006,CI005,SV01,ST04,TR03,1.96,0.126,22.38
15001893,2023-04-12,2023-04-14,CL0219,CI007,CI006,SV01,ST04,TR01,4.71,0.24,38.54
15001894,2023-04-12,2023-04-14,CL0271,CI007,CI002,SV02,ST01,TR04,1.49,0.128,22.99
15001895,2023-04-12,2023-04-16,CL0029,CI002,CI005,SV04,ST04,TR04,9.19,0.051,30.39
15001896,2023-04-12,2023-04-14,CL0037,CI012,CI011,SV01,ST03,TR03,5.11,0.151,42.89
15001897,2023-04-12,2023-04-15,CL0028,CI012,CI013,SV01,ST04,TR04,7.13,0.099,38.08
15001898,2023-04-13,2023-04-14,CL0132,CI011,CI013,SV02,ST04,TR04,1.94,0.287,66.4
15001899,2023-04-13,2023-04-13,CL0021,CI010,CI001,SV03,ST04,TR04,2.77,0.148,48.26
15001900,2023-04-13,2023-04-18,CL0275,CI001,CI012,SV04,ST06,TR02,6.27,0.133,63.17
15001901,2023-04-13,2023-04-14,CL0236,CI006,CI002,SV03,ST04,TR02,3.35,0.168,36.41
15001902,2023-04-13,2023-04-18,CL0354,CI013,CI005,SV04,ST04,TR03,1.37,0.047,34.77
15001903,2023-04-13,2023-04-15,CL0255,CI010,CI005,SV01,ST04,TR03,2.96,0.049,23.59
15001904,2023-04-13,2023-04-14,CL0329,CI001,CI007,SV02,ST04,TR04,4.23,0.111,25.86
15001905,2023-04-13,2023-04-15,CL0353,CI005,CI001,SV01,ST04,TR01,2.91,0.022,10.22
15001906,2023-04-13,2023-04-15,CL0307,CI012,CI004,SV02,ST04,TR04,2.33,0.198,56.04
15001907,2023-04-13,2023-04-17,CL0273,CI012,CI013,SV01,ST04,TR02,2.27,0.23,59.04
15001908,2023-04-13,2023-04-17,CL0318,CI006,CI009,SV04,ST02,TR02,2.77,0.411,113.93
15001909,2023-04-13,2023-04-14,CL0084,CI013,CI006,SV02,ST04,TR04,7.22,0.425,104.0
15001910,2023-04-13,2023-04-17,CL0373,CI012,CI005,SV04,ST04,TR03,4.32,0.092,49.48
15001911,2023-04-13,2023-04-15,CL0046,CI007,CI009,SV02,ST04,TR02,5.74,0.054,32.17
15001912,2023-04-13,2023-04-13,CL0108,CI012,CI005,SV03,ST04,TR02,2.85,0.096,38.89
15001913,2023-04-13,2023-04-15,CL0191,CI007,CI004,SV01,ST06,TR03,12.5,0.105,29.35
15001914,2023-04-13,2023-04-13,CL0034,CI003,CI012,SV03,ST04,TR04,4.64,0.167,54.29
15001915,2023-04-13,2023-04-16,CL0347,CI012,CI008,SV01,ST04,TR02,2.38,0.111,35.22
15001916,2023-04-13,2023-04-14,CL0064,CI002,CI005,SV02,ST03,TR02,2.14,0.14,27.54
15001917,2023-04-13,2023-04-17,CL0139,CI002,CI007,SV04,ST04,TR01,4.41,0.206,44.69
15001918,2023-04-13,2023-04-15,CL0356,CI010,CI012,SV02,ST04,TR01,3.63,0.228,61.0
15001919,2023-04-13,2023-04-19,CL0127,CI006,CI009,SV04,ST06,TR04,1.78,0.095,46.4
15001920,2023-04-13,2023-04-16,CL0107,CI003,CI009,SV01,ST04,TR01,6.39,0.263,68.5
15001921,2023-04-13,2023-04-14,CL0222,CI007,CI005,SV02,ST04,TR04,1.5,0.111,23.28
15001922,2023-04-13,2023-04-15,CL0262,CI012,CI013,SV02,ST04,TR03,1.03,0.151,44.6
15001923,2023-04-13,2023-04-15,CL0378,CI001,CI013,SV01,ST04,TR04,6.95,0.251,63.65
15001924,2023-04-13,2023-04-15,CL0250,CI001,CI006,SV02,ST04,TR01,0.92,0.081,18.05
15001925,2023-04-13,2023-04-15,CL0089,CI010,CI004,SV02,ST04,TR02,1.13,0.115,35.71
15001926,2023-04-13,2023-04-15,CL0327,CI011,CI008,SV02,ST04,TR01,2.8,0.075,30.43
15001927,2023-04-13,2023-04-14,CL0261,CI009,CI001,SV02,ST04,TR03,3.64,0.133,40.64
15001928,2023-04-13,2023-04-17,CL0103,CI001,CI007,SV01,ST04,TR01,1.91,0.198,30.98
15001929,2023-04-13,2023-04-16,CL0137,CI003,CI008,SV04,ST04,TR03,7.86,0.048,30.28
15001930,2023-04-14,2023-04-15,CL0213,CI013,CI009,SV02,ST04,TR01,3.72,0.111,36.74
15001931,2023-04-14,2023-04-17,CL0155,CI008,CI013,SV01,ST05,TR03,2.63,0.208,52.52
15001932,2023-04-14,2023-04-18,CL0362,CI010,CI011,SV01,ST04,TR01,1.31,0.258,57.21
15001933,2023-04-14,2023-04-15,CL0238,CI010,CI007,SV03,ST04,TR04,5.16,0.269,77.48
15001934,2023-04-14,2023-04-17,CL0354,CI005,CI002,SV01,ST04,TR04,3.52,0.182,28.98
15001935,2023-04-14,2023-04-16,CL0235,CI008,CI011,SV02,ST04,TR03,4.16,0.105,36.24
15001936,2023-04-14,2023-04-16,CL0113,CI010,CI004,SV02,ST04,TR02,3.67,0.146,47.58
15001937,2023-04-14,2023-04-15,CL0210,CI006,CI003,SV02,ST04,TR04,4.14,0.136,27.55
15001938,2023-04-14,2023-04-16,CL0212,CI002,CI010,SV02,ST04,TR03,0.77,0.183,50.66
15001939,2023-04-14,2023-04-17,CL0177,CI007,CI002,SV01,ST04,TR03,0.89,0.36,49.5
15001940,2023-04-14,2023-04-16,CL0109,CI001,CI008,SV01,ST04,TR03,5.27,0.12,25.88
15001941,2023-04-14,2023-04-15,CL0088,CI005,CI003,SV01,ST01,TR03,3.03,0.191,31.15
15001942,2023-04-14,2023-04-16,CL0202,CI001,CI004,SV01,ST04,TR04,3.14,0.151,25.12
15001943,2023-04-14,2023-04-14,CL0247,CI001,CI002,SV03,ST04,TR01,3.55,0.351,56.81
15001944,2023-04-14,2023-04-14,CL0046,CI003,CI011,SV03,ST04,TR01,2.58,0.235,67.24
15001945,2023-04-14,2023-04-14,CL0362,CI011,CI013,SV03,ST02,TR01,2.62,0.29,81.75
15001946,2023-04-14,2023-04-14,CL0238,CI012,CI002,SV03,ST04,TR01,4.84,0.172,61.31
15001947,2023-04-14,2023-04-16,CL0291,CI005,CI004,SV02,ST04,TR01,7.11,0.086,24.22
15001948,2023-04-14,2023-04-17,CL0319,CI004,CI002,SV01,ST04,TR04,4.76,0.06,17.83
15001949,2023-04-14,2023-04-16,CL0091,CI005,CI002,SV02,ST04,TR03,3.71,0.357,51.0
15001950,2023-04-14,2023-04-15,CL0282,CI008,CI002,SV03,ST04,TR01,1.55,0.046,19.34
15001951,2023-04-14,2023-04-17,CL0091,CI002,CI004,SV01,ST02,TR03,6.52,0.06,18.57
15001952,2023-04-14,2023-04-14,CL0109,CI009,CI010,SV03,ST04,TR01,3.22,0.316,49.7
15001953,2023-04-14,2023-04-16,CL0104,CI003,CI005,SV02,ST04,TR01,3.14,0.433,65.4
15001954,2023-04-14,2023-04-16,CL0195,CI009,CI012,SV02,ST04,TR01,1.23,0.096,32.2
15001955,2023-04-14,2023-04-14,CL0162,CI012,CI011,SV03,ST05,TR01,2.93,0.1,41.82
15001956,2023-04-15,2023-04-19,CL0120,CI003,CI004,SV04,ST04,TR03,3.08,0.139,35.45
15001957,2023-04-15,2023-04-16,CL0267,CI003,CI012,SV03,ST06,TR01,2.5,0.388,101.32
15001958,2023-04-15,2023-04-21,CL0098,CI006,CI003,SV04,ST04,TR04,2.38,0.311,55.46
15001959,2023-04-15,2023-04-15,CL0189,CI013,CI008,SV03,ST04,TR01,2.59,0.255,71.09
15001960,2023-04-15,2023-04-18,CL0096,CI009,CI001,SV01,ST04,TR02,1.28,0.2,51.5
15001961,2023-04-15,2023-04-20,CL0163,CI004,CI008,SV04,ST04,TR02,2.07,0.125,31.22
15001962,2023-04-15,2023-04-16,CL0169,CI008,CI003,SV02,ST04,TR02,6.91,0.116,27.64
15001963,2023-04-15,2023-04-22,CL0078,CI006,CI010,SV04,ST04,TR03,1.99,0.156,58.42
15001964,2023-04-15,2023-04-20,CL0001,CI009,CI004,SV04,ST04,TR02,2.71,0.125,53.5
15001965,2023-04-15,2023-04-17,CL0351,CI003,CI010,SV01,ST04,TR02,1.64,0.065,22.46
15001966,2023-04-15,2023-04-17,CL0068,CI013,CI005,SV01,ST04,TR02,7.42,0.146,49.89
15001967,2023-04-15,2023-04-16,CL0352,CI005,CI006,SV03,ST02,TR03,6.83,0.088,28.21
15001968,2023-04-15,2023-04-16,CL0180,CI002,CI012,SV02,ST05,TR02,2.25,0.091,32.71
15001969,2023-04-15,2023-04-17,CL0316,CI009,CI012,SV01,ST02,TR01,7.45,0.086,34.24
15001970,2023-04-15,2023-04-16,CL0299,CI006,CI011,SV01,ST04,TR02,3.79,0.174,47.67
15001971,2023-04-15,2023-04-17,CL0198,CI005,CI006,SV02,ST04,TR02,8.85,0.084,24.27
15001972,2023-04-15,2023-04-17,CL0101,CI005,CI006,SV01,ST04,TR04,2.31,0.222,35.93
15001973,2023-04-15,2023-04-21,CL0171,CI013,CI007,SV04,ST04,TR03,5.14,0.191,69.67
15001974,2023-04-15,2023-04-16,CL0175,CI009,CI006,SV02,ST04,TR04,3.45,0.08,30.71
15001975,2023-04-15,2023-04-16,CL0149,CI011,CI002,SV02,ST04,TR01,2.19,0.033,22.56
15001976,2023-04-15,2023-04-16,CL0311,CI006,CI012,SV01,ST06,TR03,1.0,0.129,36.76
15001977,2023-04-15,2023-04-17,CL0113,CI011,CI006,SV02,ST04,TR03,3.47,0.048,26.21
15001978,2023-04-15,2023-04-16,CL0180,CI002,CI013,SV03,ST04,TR03,2.83,0.107,45.17
15001979,2023-04-15,2023-04-17,CL0106,CI007,CI004,SV02,ST04,TR03,2.48,0.124,23.38
15001980,2023-04-15,2023-04-16,CL0255,CI006,CI002,SV02,ST02,TR01,3.1,0.14,27.09
15001981,2023-04-15,2023-04-17,CL0203,CI012,CI005,SV01,ST03,TR03,3.32,0.096,30.41
15001982,2023-04-16,2023-04-16,CL0052,CI005,CI011,SV02,ST06,TR03,6.51,0.045,30.01
15001983,2023-04-16,2023-04-19,CL0146,CI012,CI011,SV01,ST05,TR04,2.34,0.082,29.31
15001984,2023-04-16,2023-04-17,CL0250,CI010,CI004,SV03,ST04,TR04,5.02,0.096,46.26
15001985,2023-04-16,2023-04-18,CL0300,CI010,CI011,SV01,ST01,TR03,1.4,0.318,68.28
15001986,2023-04-16,2023-04-17,CL0179,CI010,CI001,SV02,ST04,TR03,2.25,0.251,60.26
15001987,2023-04-16,2023-04-20,CL0046,CI005,CI002,SV01,ST04,TR03,4.98,0.334,52.57
15001988,2023-04-16,2023-04-17,CL0346,CI008,CI010,SV01,ST04,TR04,1.71,0.05,21.91
15001989,2023-04-16,2023-04-18,CL0220,CI003,CI008,SV02,ST02,TR04,1.71,0.119,22.15
15001990,2023-04-16,2023-04-17,CL0197,CI010,CI003,SV02,ST03,TR01,3.11,0.107,37.02
15001991,2023-04-16,2023-04-18,CL0347,CI007,CI002,SV02,ST06,TR02,2.02,0.132,26.42
15001992,2023-04-16,2023-04-16,CL0228,CI008,CI009,SV03,ST04,TR03,3.0,0.115,42.56
15001993,2023-04-16,2023-04-22,CL0364,CI001,CI009,SV04,ST03,TR03,3.71,0.169,63.39
15001994,2023-04-16,2023-04-19,CL0060,CI001,CI007,SV01,ST04,TR03,13.43,0.147,35.23
15001995,2023-04-16,2023-04-18,CL0346,CI007,CI002,SV01,ST01,TR02,9.88,0.142,31.43
15001996,2023-04-16,2023-04-17,CL0256,CI009,CI011,SV01,ST01,TR01,2.92,0.216,54.48
15001997,2023-04-17,2023-04-19,CL0301,CI012,CI007,SV01,ST04,TR04,2.64,0.13,35.68
15001998,2023-04-17,2023-04-20,CL0293,CI013,CI011,SV02,ST04,TR02,0.82,0.075,27.58
15001999,2023-04-17,2023-04-22,CL0375,CI006,CI012,SV04,ST04,TR04,2.43,0.079,42.05
15002000,2023-04-17,2023-04-20,CL0312,CI004,CI001,SV01,ST03,TR02,2.02,0.066,16.0
15002001,2023-04-17,2023-04-19,CL0262,CI009,CI003,SV02,ST04,TR03,2.7,0.126,42.08
15002002,2023-04-17,2023-04-22,CL0202,CI004,CI001,SV04,ST06,TR03,5.5,0.102,33.19
15002003,2023-04-17,2023-04-18,CL0017,CI003,CI007,SV02,ST02,TR03,7.65,0.104,25.52
15002004,2023-04-17,2023-04-18,CL0250,CI001,CI008,SV02,ST01,TR01,2.79,0.104,21.37
15002005,2023-04-17,2023-04-19,CL0018,CI010,CI009,SV02,ST04,TR03,1.12,0.078,17.87
15002006,2023-04-17,2023-04-20,CL0111,CI001,CI004,SV01,ST03,TR03,2.28,0.138,24.11
15002007,2023-04-17,2023-04-20,CL0329,CI003,CI005,SV02,ST04,TR04,2.9,0.152,29.77
15002008,2023-04-17,2023-04-17,CL0181,CI007,CI002,SV03,ST04,TR03,1.94,0.074,21.02
15002009,2023-04-17,2023-04-20,CL0292,CI011,CI006,SV01,ST04,TR01,3.51,0.134,39.58
15002010,2023-04-17,2023-04-18,CL0197,CI003,CI001,SV02,ST04,TR01,2.23,0.153,29.26
15002011,2023-04-17,2023-04-18,CL0288,CI003,CI004,SV02,ST03,TR01,1.64,0.087,19.42
15002012,2023-04-17,2023-04-20,CL0090,CI010,CI004,SV01,ST04,TR04,2.92,0.039,19.47
15002013,2023-04-17,2023-04-21,CL0362,CI009,CI010,SV01,ST04,TR03,2.83,0.16,28.61
15002014,2023-04-17,2023-04-18,CL0005,CI003,CI005,SV03,ST04,TR01,2.89,0.091,25.02
15002015,2023-04-17,2023-04-18,CL0351,CI011,CI009,SV02,ST02,TR04,2.97,0.258,65.81
15002016,2023-04-17,2023-04-19,CL0178,CI008,CI002,SV02,ST04,TR02,2.38,0.079,19.12
15002017,2023-04-17,2023-04-20,CL0193,CI012,CI002,SV01,ST04,TR03,3.59,0.088,29.32
15002018,2023-04-17,2023-04-19,CL0165,CI001,CI008,SV02,ST04,TR02,11.9,0.05,23.0
15002019,2023-04-17,2023-04-18,CL0193,CI013,CI006,SV02,ST02,TR02,1.96,0.154,44.39
15002020,2023-04-17,2023-04-18,CL0057,CI013,CI003,SV02,ST04,TR03,1.65,0.128,38.95
15002021,2023-04-17,2023-04-21,CL0126,CI001,CI013,SV01,ST03,TR04,2.8,0.233,57.57
15002022,2023-04-17,2023-04-19,CL0242,CI007,CI010,SV01,ST04,TR01,16.55,0.163,63.93
15002023,2023-04-17,2023-04-19,CL0333,CI003,CI005,SV02,ST04,TR04,8.94,0.114,29.23
15002024,2023-04-17,2023-04-21,CL0263,CI001,CI011,SV01,ST04,TR01,1.4,0.286,65.73
15002025,2023-04-17,2023-04-17,CL0308,CI005,CI004,SV03,ST04,TR02,8.12,0.113,33.99
15002026,2023-04-17,2023-04-23,CL0341,CI009,CI005,SV04,ST04,TR02,4.75,0.052,40.3
15002027,2023-04-17,2023-04-23,CL0270,CI003,CI004,SV04,ST03,TR03,2.22,0.157,38.68
15002028,2023-04-17,2023-04-20,CL0231,CI010,CI006,SV01,ST03,TR04,1.44,0.137,39.04
15002029,2023-04-17,2023-04-19,CL0347,CI011,CI010,SV02,ST04,TR02,4.19,0.038,25.33
15002030,2023-04-17,2023-04-17,CL0069,CI006,CI004,SV03,ST04,TR04,2.02,0.347,57.71
15002031,2023-04-17,2023-04-22,CL0271,CI012,CI008,SV04,ST04,TR01,3.74,0.307,85.43
15002032,2023-04-17,2023-04-18,CL0353,CI005,CI009,SV03,ST04,TR04,3.54,0.042,31.56
15002033,2023-04-18,2023-04-21,CL0371,CI009,CI013,SV01,ST04,TR03,5.67,0.095,35.2
15002034,2023-04-18,2023-04-20,CL0261,CI013,CI012,SV01,ST04,TR01,2.64,0.187,48.51
15002035,2023-04-18,2023-04-19,CL0209,CI013,CI010,SV02,ST04,TR01,6.79,0.184,59.96
15002036,2023-04-18,2023-04-20,CL0352,CI007,CI009,SV02,ST02,TR03,2.26,0.147,45.65
15002037,2023-04-18,2023-04-25,CL0137,CI004,CI011,SV04,ST04,TR03,3.63,0.055,41.39
15002038,2023-04-18,2023-04-20,CL0141,CI011,CI013,SV02,ST04,TR01,1.26,0.263,64.31
15002039,2023-04-18,2023-04-20,CL0341,CI009,CI001,SV01,ST04,TR02,6.87,0.128,43.27
15002040,2023-04-18,2023-04-21,CL0019,CI002,CI008,SV01,ST04,TR03,3.4,0.128,23.92
15002041,2023-04-18,2023-04-19,CL0049,CI009,CI004,SV02,ST04,TR04,3.44,0.091,32.7
15002042,2023-04-18,2023-04-19,CL0272,CI003,CI009,SV03,ST04,TR04,2.45,0.17,57.3
15002043,2023-04-18,2023-04-22,CL0379,CI005,CI001,SV04,ST04,TR04,6.37,0.12,34.33
15002044,2023-04-18,2023-04-21,CL0203,CI008,CI002,SV01,ST04,TR03,4.95,0.082,19.8
15002045,2023-04-18,2023-04-20,CL0085,CI003,CI009,SV02,ST04,TR03,3.24,0.17,46.84
15002046,2023-04-18,2023-04-20,CL0282,CI011,CI010,SV02,ST04,TR02,2.52,0.146,45.84
15002047,2023-04-18,2023-04-18,CL0363,CI006,CI010,SV03,ST04,TR03,0.97,0.159,52.84
15002048,2023-04-18,2023-04-20,CL0260,CI003,CI002,SV02,ST02,TR01,1.91,0.052,16.23
15002049,2023-04-18,2023-04-20,CL0030,CI011,CI009,SV02,ST06,TR04,9.81,0.206,65.68
15002050,2023-04-18,2023-04-20,CL0015,CI002,CI004,SV02,ST04,TR01,2.91,0.321,48.64
15002051,2023-04-18,2023-04-20,CL0047,CI004,CI009,SV01,ST03,TR01,1.33,0.095,28.96
15002052,2023-04-18,2023-04-20,CL0021,CI007,CI006,SV01,ST04,TR02,3.83,0.137,24.12
15002053,2023-04-18,2023-04-21,CL0353,CI002,CI005,SV01,ST04,TR01,6.33,0.249,43.13
15002054,2023-04-18,2023-04-21,CL0077,CI011,CI012,SV01,ST01,TR01,6.04,0.063,31.07
15002055,2023-04-18,2023-04-20,CL0349,CI002,CI001,SV01,ST04,TR03,2.91,0.068,16.28
15002056,2023-04-18,2023-04-18,CL0180,CI005,CI008,SV03,ST02,TR03,4.23,0.23,40.76
15002057,2023-04-18,2023-04-19,CL0221,CI013,CI003,SV02,ST04,TR02,4.12,0.139,44.62
15002058,2023-04-18,2023-04-20,CL0263,CI013,CI004,SV02,ST04,TR04,7.72,0.278,80.32
15002059,2023-04-18,2023-04-19,CL0166,CI005,CI002,SV01,ST04,TR01,2.5,0.157,26.59
15002060,2023-04-18,2023-04-20,CL0250,CI005,CI012,SV01,ST04,TR01,3.28,0.26,63.44
15002061,2023-04-19,2023-04-21,CL0131,CI003,CI010,SV02,ST04,TR02,2.36,0.202,56.89
15002062,2023-04-19,2023-04-22,CL0374,CI009,CI005,SV01,ST03,TR04,9.13,0.266,73.02
15002063,2023-04-19,2023-04-20,CL0024,CI008,CI002,SV02,ST04,TR04,3.15,0.083,21.31
15002064,2023-04-19,2023-04-22,CL0377,CI002,CI005,SV01,ST04,TR02,5.38,0.291,45.26
15002065,2023-04-19,2023-04-21,CL0146,CI008,CI002,SV02,ST02,TR03,3.03,0.094,21.51
15002066,2023-04-19,2023-04-22,CL0142,CI012,CI010,SV01,ST04,TR01,5.71,0.106,35.51
15002067,2023-04-19,2023-04-22,CL0314,CI006,CI005,SV04,ST04,TR02,1.29,0.795,118.19
15002068,2023-04-19,2023-04-20,CL0189,CI006,CI011,SV03,ST04,TR02,7.46,0.173,62.36
15002069,2023-04-19,2023-04-20,CL0335,CI002,CI013,SV02,ST03,TR03,5.94,0.123,44.17
15002070,2023-04-19,2023-04-20,CL0236,CI002,CI007,SV02,ST03,TR01,3.2,0.088,20.94
15002071,2023-04-19,2023-04-19,CL0350,CI013,CI006,SV03,ST03,TR04,12.93,0.145,64.86
15002072,2023-04-19,2023-04-21,CL0357,CI004,CI008,SV02,ST04,TR04,4.43,0.132,25.96
15002073,2023-04-19,2023-04-21,CL0190,CI009,CI001,SV01,ST03,TR01,5.02,0.379,93.24
15002074,2023-04-19,2023-04-22,CL0208,CI006,CI003,SV01,ST04,TR03,3.57,0.068,16.87
15002075,2023-04-19,2023-04-19,CL0248,CI004,CI001,SV03,ST04,TR02,5.58,0.322,55.16
15002076,2023-04-19,2023-04-22,CL0109,CI011,CI007,SV02,ST04,TR04,15.88,0.088,51.76
15002077,2023-04-19,2023-04-21,CL0144,CI004,CI011,SV02,ST04,TR01,3.63,0.16,50.34
15002078,2023-04-19,2023-04-21,CL0050,CI005,CI001,SV01,ST05,TR04,1.16,0.109,19.62
15002079,2023-04-19,2023-04-21,CL0236,CI002,CI002,SV02,ST01,TR04,1.09,0.279,44.06
15002080,2023-04-19,2023-04-19,CL0117,CI003,CI013,SV03,ST04,TR02,3.5,0.319,84.69
15002081,2023-04-19,2023-04-25,CL0284,CI002,CI010,SV04,ST04,TR03,1.85,0.152,57.45
15002082,2023-04-19,2023-04-21,CL0355,CI009,CI012,SV02,ST06,TR04,6.23,0.115,43.05
15002083,2023-04-19,2023-04-20,CL0174,CI002,CI001,SV02,ST04,TR03,3.54,0.16,28.39
15002084,2023-04-19,2023-04-22,CL0304,CI003,CI001,SV01,ST04,TR02,6.58,0.245,40.82
15002085,2023-04-19,2023-04-21,CL0235,CI008,CI011,SV01,ST04,TR01,5.06,0.304,78.18
15002086,2023-04-19,2023-04-21,CL0353,CI001,CI007,SV01,ST04,TR01,4.71,0.228,38.95
15002087,2023-04-19,2023-04-27,CL0016,CI009,CI003,SV04,ST04,TR02,7.61,0.235,81.68
15002088,2023-04-19,2023-04-21,CL0212,CI001,CI011,SV02,ST04,TR03,2.83,0.057,27.02
15002089,2023-04-19,2023-04-20,CL0098,CI002,CI004,SV02,ST04,TR02,1.84,0.187,31.6
15002090,2023-04-19,2023-04-19,CL0347,CI009,CI001,SV03,ST04,TR04,1.66,0.268,75.86
15002091,2023-04-19,2023-04-21,CL0340,CI005,CI013,SV02,ST04,TR01,2.25,0.438,104.3
15002092,2023-04-20,2023-04-22,CL0102,CI004,CI013,SV02,ST06,TR04,5.16,0.15,48.23
15002093,2023-04-20,2023-04-21,CL0309,CI007,CI009,SV03,ST04,TR01,4.09,0.045,34.58
15002094,2023-04-20,2023-04-21,CL0041,CI005,CI008,SV01,ST04,TR03,3.35,0.084,18.59
15002095,2023-04-20,2023-04-22,CL0377,CI001,CI009,SV02,ST04,TR01,6.55,0.078,36.41
15002096,2023-04-20,2023-04-21,CL0178,CI011,CI006,SV01,ST02,TR02,2.17,0.067,24.79
15002097,2023-04-20,2023-04-21,CL0104,CI001,CI011,SV03,ST04,TR04,1.7,0.047,29.87
15002098,2023-04-20,2023-04-21,CL0358,CI013,CI003,SV02,ST04,TR01,2.24,0.337,79.93
15002099,2023-04-20,2023-04-22,CL0016,CI004,CI012,SV02,ST02,TR04,1.48,0.244,60.98
15002100,2023-04-20,2023-04-20,CL0311,CI009,CI005,SV03,ST04,TR01,31.02,0.084,79.2
15002101,2023-04-20,2023-04-20,CL0038,CI002,CI013,SV03,ST04,TR03,1.53,0.365,90.68
15002102,2023-04-20,2023-04-20,CL0269,CI008,CI006,SV03,ST04,TR02,3.57,0.149,34.22
15002103,2023-04-20,2023-04-23,CL0141,CI012,CI010,SV01,ST04,TR02,3.67,0.116,36.36
15002104,2023-04-20,2023-04-21,CL0036,CI009,CI013,SV02,ST04,TR04,3.83,0.197,58.11
15002105,2023-04-20,2023-04-21,CL0209,CI009,CI012,SV02,ST04,TR04,3.34,0.059,28.14
15002106,2023-04-20,2023-04-20,CL0156,CI001,CI011,SV03,ST02,TR01,3.1,0.418,103.12
15002107,2023-04-20,2023-04-22,CL0070,CI001,CI008,SV01,ST04,TR02,14.3,0.246,45.5
